Company,Country,City,Category,Fair,Website,Email,Phone_WhatsApp,LinkedIn,LinkedIn_Handle,Instagram,Instagram_Handle,Facebook,Facebook_Handle,Stand_Booth,Hall_Stand,Address,Detail_URL,Has_Email,Has_Website,Has_Phone,Contact_Score,Notes
"SHAOXING TONGYI IMP&EXP CO.,LTD",China,ZHEJIANG,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,OneTrust,,,,,,Hall: Hall N7-N10 Stand: E45,"ROOM 2-05, 2NDFLOOR, BUILDING 7. NO. 55 HETANG ROAD, SHAOXING, ZHEJIANG",https://www.source-fashion.com/exhibitors/shaoxing-tongyi-impexp-co,True,True,False,3,
"SHAOXING WO ER TE TRADING CO.,LTD",China,312000,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,OneTrust,,,,,,Hall: Hall N7-N10 Stand: B53,"ROOM406-1,XINHAI BUILDING,LINZHI STREET,YUECHENG DISTRICT, SHAOXING, ZHEJAING, 312000",https://www.source-fashion.com/exhibitors/shaoxing-wo-er-te-trading-co,True,True,False,3,
"SHENGZHOU YIHONG IMPORT & EXPORT CO.,LTD. 100 PCS",China,312400,Garment Manufacturer / Apparel,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,OneTrust,,,,,,Hall: Hall N7-N10 Stand: B40,"68 Yuexiang road, A/F5 shengzhou, zhejiang, 312400",https://www.source-fashion.com/exhibitors/shengzhou-yihong-import-export-co-100-pcs,True,True,False,3,
"Shenzhen Yali Clothing Co.,Ltd.",China,518000,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,OneTrust,,,,,,Hall: Hall N1-N5 Stand: B72,"10F, Zhongtai Grain Building,, Shenzhen,, Guangdong Province, 518000",https://www.source-fashion.com/exhibitors/shenzhen-yali-clothing-co,True,True,False,3,
"SHISHI CHALLENGE WOLVES SPORTS CO., LTD.",China,Fujian,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,OneTrust,,,,,,Hall: Hall N7-N10 Stand: D71,"No.88 district 4 Xipian,Yongning town, Shishi, Fujian",https://www.source-fashion.com/exhibitors/shishi-challenge-wolves-sports-co-,True,True,False,3,
Shopsense Retail Technologies Limited,India,400093,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,,,,,,,,,,Hall: Hall N1-N5 Stand: E13,"1st Floor, Wework Vijay Diamond, Mumbai, Maharashtra, 400093",https://www.source-fashion.com/exhibitors/shopsense-retail-technologies-limited,False,True,False,1,
Sinnika Vietnam JSC,,,Garment Manufacturer / Apparel,Source Fashion London Jul 7-9 2026,https://www.ppj-international.com/,info@ppj-international.com,848) 7305 6886,,,,,https://www.facebook.com/PpjInternational,PpjInternational,,Hall: Hall N1-N5 Stand: B10,,https://www.source-fashion.com/exhibitors/sinnika-vietnam-jsc,True,True,True,3,
Socksyway,Türkiye,,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,OneTrust,,,,,,Hall: Hall N1-N5 Stand: B24,,https://www.source-fashion.com/exhibitors/socksyway,True,True,False,3,
SOFTEX,China,210019,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,OneTrust,,,,,,Hall: Hall N1-N5 Stand: D80,"Unit 1706-1708, Tower 2,, Nanjing,, Jiangsu, 210019",https://www.source-fashion.com/exhibitors/softex,True,True,False,3,
"SOHO APPAREL CO., LTD",China,210001,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,OneTrust,,,,,,Hall: Hall N1-N5 Stand: F65,"Room 1201, Building B, NJUE Science Park,, Nanjing City, 210001",https://www.source-fashion.com/exhibitors/g9-soho-apparel-co,True,True,False,3,
South Enterprises Limited,Hong Kong,Hong Kong,Garment Manufacturer / Apparel,Source Fashion London Jul 7-9 2026,https://www.southent.com/,info@southent.com,+85227341500,https://www.linkedin.com/company/south-enterprises-limited/,south-enterprises-limited,,,,,,Hall: Grand Hall Stand: E30,"2/F East Ocean Centre, 98 Granville Road, Tsim Sha Tsui East, Kowloon,, Hong Kong",https://www.source-fashion.com/exhibitors/south-enterprises-limited,True,True,True,4,
SP & KO Consultancy,United Kingdom,,Sustainable / Eco,Source Fashion London Jul 7-9 2026,https://www.spko.co.uk/,kathy@spko.co.uk,,,,,,,,,Hall: Hall N1-N5 Stand: H3,"124 South Knighton Road, Leicester, LE2 3LQ",https://www.source-fashion.com/exhibitors/sp-ko-consultancy,True,True,False,2,
"SUMEC TEXTILE & LIGHT INDUSTRY CO.,LTD",China,210019,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,OneTrust,,,,,,Hall: Hall N7-N10 Stand: A46,"15F Building 1, Block B, Shuzhicheng, Nanjing, Jiangsu, 210019",https://www.source-fashion.com/exhibitors/sumec-textile-light-industry-co,True,True,False,3,
"SUMEC TEXTILE & LIGHT INDUSTRY CO.,LTD.",China,NANJING,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,OneTrust,,,,,,Hall: Hall N7-N10 Stand: H53,"15 FLOOR,DEPARTMENT 8,SUMEC UNIVERSAL PLAZA,NO.68 YUNLONGSHAN ROAD, JIANYE DISTRICT, NANJING",https://www.source-fashion.com/exhibitors/sumec-textile-light-industry-co-1,True,True,False,3,
Super Fabric Agencies Ltd,United Kingdom,,Garment Manufacturer / Apparel,Source Fashion London Jul 7-9 2026,https://www.jinlite.net/about.html,richardwu@jinlite.net,+8618559195869,https://www.linkedin.com/company/fuzhou-lijinte-garments-co-ltd,fuzhou-lijinte-garments-co-ltd,,,,,,Hall: Hall N1-N5 Stand: H23,"Unit 5 Papermill industrial estate, Birmingham, B44 8NY",https://www.source-fashion.com/exhibitors/super-fabric-agencies,True,True,True,4,
"SUZHOU FLYING TEXTILES CO., LTD",China,215228,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,OneTrust,,,,,,Hall: Hall N1-N5 Stand: F21,"NO.158 YINHE RD, TANQIU, SUZHOU CITY, JIANGSU PROVINCE, 215228",https://www.source-fashion.com/exhibitors/suzhou-flying-textiles-co,True,True,False,3,
"SUZHOU SAVEBRAVE IMP.AND EXP.CO.,LTD.",China,215400,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,OneTrust,,,,,,Hall: Hall N1-N5 Stand: E72,"NO.23, KUNTAI RD, TAICANG, JIANGSU, 215400",https://www.source-fashion.com/exhibitors/suzhou-savebrave-imp-expco,True,True,False,3,
T S KNITWEAR UK LTD,United Kingdom,,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,OneTrust,,,,,,Hall: Hall N1-N5 Stand: D2,"80 Burnmoor Street, Leicester, Northern Europe, LE2 7JJ",https://www.source-fashion.com/exhibitors/t-s-knitwear-uk,True,True,False,3,
Tamanho e Tantos Lda.,Portugal,.,Garment Manufacturer / Apparel,Source Fashion London Jul 7-9 2026,https://ttantos.com/,info@ttantos.pt,0053144 23021401,https://www.linkedin.com/company/tamanho-e-tantos-lda/,tamanho-e-tantos-lda,https://www.instagram.com/ttantostextil2015/,ttantostextil2015,https://www.facebook.com/tamanhoetantos/,tamanhoetantos,,Hall: Hall N7-N10 Stand: H11,"R. do Negral nº 753, Paredes, .",https://www.source-fashion.com/exhibitors/tamanho-e-tantos-lda,True,True,True,5,
TEO Garments Corporation Pte Ltd | TGCorp Ltd,Singapore,367953,Garment Manufacturer / Apparel,Source Fashion London Jul 7-9 2026,https://www.teogmts.com/,info@teogmts.com,65) 6282 0545,,,,,,,,Hall: Hall N7-N10 Stand: G15,"15 Shaw Road, #01-01 TEO Industrial Building,, Singapore, 367953",https://www.source-fashion.com/exhibitors/teo-garments-corporation-pte-tgcorp,True,True,True,3,
TEXCOT APPARELS PRIVATE LIMITED,India,638005,Garment Manufacturer / Apparel,Source Fashion London Jul 7-9 2026,https://magnumtex.in/,magnum@magnumtex.in,91-9677369581,,,,,,,,Hall: Hall N1-N5 Stand: G3,"11-1A, PICHANKADU, ERODE, 638005",https://www.source-fashion.com/exhibitors/texcot-apparels-private-limited,True,True,True,3,
"Thai Son S. P Co., Ltd",,,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,OneTrust,,,,,,Stand: A15,,https://www.source-fashion.com/exhibitors/thai-son-s-p-co,True,True,False,3,
The T-Shirt Factory Europe Ltd,United Kingdom,,Garment Manufacturer / Apparel,Source Fashion London Jul 7-9 2026,https://www.thetshirt-factory.co.uk/,info@thetshirt-factory.co.uk,0116 262 0786,https://www.linkedin.com/company/3244648/admin/dashboard/,3244648,,,,,,Hall: Hall N1-N5 Stand: D11,"Unit 1A,, Leicester, LE4 9LF",https://www.source-fashion.com/exhibitors/t-shirt-factory-europe,True,True,True,4,
"TIANJIN GRANDTEX TEXTILE CO.,LTD",China,Tianjin,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,OneTrust,,,,,,Hall: Hall N7-N10 Stand: A54,"Room 3001, Building A, Fuli Center, Hexi District, Tianjin, Tianjin",https://www.source-fashion.com/exhibitors/tianjin-grandtex-textile-co,True,True,False,3,
"Tonglu County Siyu Textile Co., Ltd",China,Zhejiang,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,OneTrust,,,,,,Hall: Hall N7-N10 Stand: F50,"No. 1066, Tongqian Road, Shuanghu Village, Hengcun Town, Hangzhou, Zhejiang",https://www.source-fashion.com/exhibitors/tonglu-county-siyu-textile-co,True,True,False,3,
"TOPWAY HEADWEAR (HK) CO., LIMITED",China,Hong Kong,Garment Manufacturer / Apparel,Source Fashion London Jul 7-9 2026,https://topwayheadwear.com/,info@topwaysportswear.com,+86 13926871566,,,https://www.instagram.com/topway_robinson/,topway_robinson,https://www.facebook.com/cap.hat.headwear,cap.hat.headwear,,Hall: Hall N1-N5 Stand: A75,"Room B28 , 7/F , King Yip Factory Building, Kowloon, Hong Kong",https://www.source-fashion.com/exhibitors/topway-headwear-hk-co-limited,True,True,True,4,
TRIMARE,Türkiye,,Garment Manufacturer / Apparel,Source Fashion London Jul 7-9 2026,https://www.trimaretextile.com/,info@trimaretextile.com,,https://www.linkedin.com/company/trimare-textile/about,trimare-textile,https://www.instagram.com/trimare.eco/,trimare.eco,,,,Hall: Hall N1-N5 Stand: B33,,https://www.source-fashion.com/exhibitors/trimare,True,True,False,4,
TRUE-VISION(DongGuan)COMPANY LIMITED,China,523560,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,OneTrust,,,,,,Hall: Hall N7-N10 Stand: E61,"Room 107,Building 2, No. 16, Chuangye 2nd Road, Mulun, Dongguan, Guangdong, 523560",https://www.source-fashion.com/exhibitors/true-visiondongguancompany-limited,True,True,False,3,
V-Aspire SB Enterprises,India,122000,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,,,,,,,,,,Hall: Hall N7-N10 Stand: G14,"M-18, Old DLF Colony,, Gurgaon, Haryana, 122000",https://www.source-fashion.com/exhibitors/v-aspire-sb-enterprises,False,True,False,1,
Vaneesha Impex Private Limited,India,221005,Garment Manufacturer / Apparel,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,,,,,,,,,,Hall: Hall N7-N10 Stand: A14,"B 27/87, DURGA KUND ROAD, VARANASI, UTTAR PRADESH, 221005",https://www.source-fashion.com/exhibitors/vaneesha-impex-private-limited,False,True,False,1,
Vietnam Textile & Apparel Association (VITAS),,,Garment Manufacturer / Apparel,Source Fashion London Jul 7-9 2026,http://www.vietnamtextile.org.vn/,info@vietnamtextile.org.vn,84-24-39349608,,,,,https://www.facebook.com/VITASVietNam,VITASVietNam,,Hall: Hall N1-N5 Stand: B11,,https://www.source-fashion.com/exhibitors/vietnam-textile-apparel-association-vitas,True,True,True,3,
Vigiant Industrial Limited,China,210012,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,OneTrust,,,,,,Hall: Hall N7-N10 Stand: C61,"210012,48# Renmin Road,Maji Town,L.itahe District, Nanjing, Jiangsu, 210012",https://www.source-fashion.com/exhibitors/vigiant-industrial-limited,True,True,False,3,
VNL EXPORTS,India,302022,Garment Manufacturer / Apparel,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,,,,,,,,,,Hall: Grand Hall Stand: D33,"G-1 126/127 Garment Zone,, Jaipur,, 302022",https://www.source-fashion.com/exhibitors/vnl-exports,False,True,False,1,
WeBest,Hong Kong,.,Garment Manufacturer / Apparel,Source Fashion London Jul 7-9 2026,http://www.we-best.com/en/Index,info@we-best.com,16040813,,,,,,,,Hall: Grand Hall Stand: K24,"Rm 1701 17/F, Hong Kong, Hong Kong, .",https://www.source-fashion.com/exhibitors/webest,True,True,True,3,
"WELFULL GROUP CO.,LTD",China,310015,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,OneTrust,,,,,,Hall: Hall N7-N10 Stand: J31,"D TOWER OCEAN INTERNATIONAL CENTER, NO.333 YUANJIAN ROAD, HANGZHOU, ZHEJIANG, 310015",https://www.source-fashion.com/exhibitors/welfull-group-co,True,True,False,3,
Welliam Trade Ltd (Bonvor),United Kingdom,,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,OneTrust,,,,,,Hall: Grand Hall Stand: H25,"1 Tavistock Chambers, London, WC1A 2SE",https://www.source-fashion.com/exhibitors/welliam-trade-bonvor,True,True,False,3,
WovenTex LTD,United Kingdom,,Garment Manufacturer / Apparel,Source Fashion London Jul 7-9 2026,https://www.woventex.co/,contact@woventex.co,,https://www.linkedin.com/company/woventex-limited/?viewAsMember=true,woventex-limited,https://www.instagram.com/woventexltd?igsh=MXFwYmllY284OXgwYw%3D%3D&utm_source=qr,woventexltd,https://www.facebook.com/profile.php?id=61585467571567,profile.php,,Hall: Hall N7-N10 Stand: J24,"167–169 Great Portland Street, London, W1W 5PF",https://www.source-fashion.com/exhibitors/woventex,True,True,False,4,
"Wuxi Cindy International Trade Co.,Ltd",China,214000,Garment Manufacturer / Apparel,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,OneTrust,,,,,,Hall: Hall N7-N10 Stand: C44,"No.2 Fengwei Road, Xishan District,, Wuxi, Jiangsu, 214000",https://www.source-fashion.com/exhibitors/wuxi-cindy-international-trade-co,True,True,False,3,
"WUXI PACIFIC KNITTING CO., LTD",China,jiangsu,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,OneTrust,,,,,,Hall: Hall N7-N10 Stand: B46,"No.4 jins+H3:P3han branch road, jinshanbei industry park, wuxi, jiangsu",https://www.source-fashion.com/exhibitors/wuxi-pacific-knitting-co,True,True,False,3,
"Xiamen C&D Enterprise Co.,Ltd",China,"361008,",,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,OneTrust,,,,,,Hall: Hall N1-N5 Stand: J61,"18th Floor of C&D International Building,, Xiamen City,, Fujian Province,, 361008,",https://www.source-fashion.com/exhibitors/xiamen-cd-enterprise-co,True,True,False,3,
Xiamen Chamber of International Commerce,China,361000,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,OneTrust,,,,,,Hall: Grand Hall Stand: XiamenChamer,"NO.9-1 Factory Building 2/F , 3F ,Yongfeng Road,, Xiamen,, Fujain, 361000",https://www.source-fashion.com/exhibitors/xiamen-chamber-international-commerce,True,True,False,3,
"XIAMEN CIS INDUSTRIAL. CO., LTD.",China,361008,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,OneTrust,,,,,,Hall: Hall N1-N5 Stand: A80,"Area B, Room 1504, No. 167 East Tapu Road,, Xiamen,, Fujian,, 361008",https://www.source-fashion.com/exhibitors/xiamen-cis-industrial-co-,True,True,False,3,
"XIAMEN LEANDA GARMENTS CO.,LTD.",China,361023,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,OneTrust,,,,,,Hall: Hall N1-N5 Stand: E34,"2nd floor,No.9 Building,J6# factory，, JiMei, Xiamen, 361023",https://www.source-fashion.com/exhibitors/xiamen-leanda-garments-co,True,True,False,3,
"XUZHOU DONGCHENG TEXTILE CO., LTD.",China,221006,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,OneTrust,,,,,,Hall: Hall N1-N5 Stand: E73,"NO 2 JIANKANG ROAD, Xuzhou, 221006",https://www.source-fashion.com/exhibitors/xuzhou-dongcheng-textile-co-,True,True,False,3,
YANTAI HERO STATE CO LTD,China,266600,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,OneTrust,,,,,,Hall: Hall N1-N5 Stand: B61,"Room 613-616, Building A, 6/F, Wanda Financial Center, Yantai, Shandong, 266600",https://www.source-fashion.com/exhibitors/yantai-hero-state-co,True,True,False,3,
"YAOBANG Clothing (Cambodia) Co.,Ltd",China,315000,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,OneTrust,,,,,,Hall: Hall N7-N10 Stand: G60,"No. 377, Yayuan South Road, Shili, Ningbo, Zhejiang, 315000",https://www.source-fashion.com/exhibitors/yaobang-clothing-cambodia-co,True,True,False,3,
"Yichun Pluscool Sports Co., Ltd.",China,Jiangxi Province,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,OneTrust,,,,,,Hall: Hall N7-N10 Stand: G61,"No.10 Chunyu road,Yichun Economic Development Zone, Yichun City, Jiangxi Province",https://www.source-fashion.com/exhibitors/yichun-pluscool-sports-co-,True,True,False,3,
"YIWU SURE IMPORT AND EXPORT CO.,LTD.",China,322000,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,OneTrust,,,,,,Hall: Hall N1-N5 Stand: D76,"Room 1211, Block A,  NO.272 West Xuefeng Road,, Yiwu,, Jinhua,, 322000",https://www.source-fashion.com/exhibitors/yiwu-sure-import-export-co,True,True,False,3,
"YIWU WANYI TECHNOLOGY DEVELOPMENT CO.,LTD",China,0,Garment Manufacturer / Apparel,Source Fashion London Jul 7-9 2026,http://www.cnwanyu.com/,info@cnwanyu.com,86-579-85089112,,,,,,,,Hall: Hall N1-N5 Stand: C73,"NO.100,EAST CHAOYANG ROAD, FOTANG TOWN,, YIWU CITY,, ZHEJIANG PROVINCE, 0",https://www.source-fashion.com/exhibitors/yiwu-wanyi-technology-development-co,True,True,True,3,
"Ystar wear (Quanzhou)Co., Ltd",China,362000,Garment Manufacturer / Apparel,Source Fashion London Jul 7-9 2026,https://ystarwear.com/,info@ystarwear.com,+86 15606924212,https://www.linkedin.com/company/ystar-wear/,ystar-wear,https://www.instagram.com/ystarwear/,ystarwear,https://www.facebook.com/ystarwear,ystarwear,,Hall: Hall N7-N10 Stand: C53,"No.77 TAIKANG ROAD, XIANTANG COMMUNITY, CHANGTAI STREET, QUANZHOU, FUJIAN, 362000",https://www.source-fashion.com/exhibitors/ystar-wear-quanzhouco,True,True,True,5,
"Zhejiang Guomai Advertising & Exhibition Co., Ltd",China,310003,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,OneTrust,,,,,,Hall: National Ground Stand: Zhejiang Guomai Adver,"Room 1918, Fengqi Business Building, No.181 Fengqi Road, Hangzhou, 310003",https://www.source-fashion.com/exhibitors/zhejiang-guomai-advertising-exhibition-co,True,True,False,3,
