Company,Country,City,Category,Fair,Website,Email,Phone_WhatsApp,LinkedIn,Instagram,Stand_Booth,Detail_URL,Notes,Facebook,Hall_Stand,Address
"SHENGZHOU YIHONG IMPORT & EXPORT CO.,LTD. 100 PCS",China,312400,Garment Manufacturer / Apparel,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,,,https://www.source-fashion.com/exhibitors/shengzhou-yihong-import-export-co-100-pcs,,,Hall: Hall N7-N10 Stand: B40,"68 Yuexiang road, A/F5 shengzhou, zhejiang, 312400"
"Shenzhen Yali Clothing Co.,Ltd.",China,518000,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,,,https://www.source-fashion.com/exhibitors/shenzhen-yali-clothing-co,,,Hall: Hall N1-N5 Stand: B72,"10F, Zhongtai Grain Building,, Shenzhen,, Guangdong Province, 518000"
"SHISHI CHALLENGE WOLVES SPORTS CO., LTD.",China,Fujian,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,,,https://www.source-fashion.com/exhibitors/shishi-challenge-wolves-sports-co-,,,Hall: Hall N7-N10 Stand: D71,"No.88 district 4 Xipian,Yongning town, Shishi, Fujian"
Shopsense Retail Technologies Limited,India,400093,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,,,,,,https://www.source-fashion.com/exhibitors/shopsense-retail-technologies-limited,,,Hall: Hall N1-N5 Stand: E13,"1st Floor, Wework Vijay Diamond, Mumbai, Maharashtra, 400093"
Sinnika Vietnam JSC,,,Garment Manufacturer / Apparel,Source Fashion London Jul 7-9 2026,https://www.ppj-international.com/,info@ppj-international.com,848) 7305 6886,,,,https://www.source-fashion.com/exhibitors/sinnika-vietnam-jsc,,https://www.facebook.com/PpjInternational,Hall: Hall N1-N5 Stand: B10,
Socksyway,Türkiye,,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,,,https://www.source-fashion.com/exhibitors/socksyway,,,Hall: Hall N1-N5 Stand: B24,
SOFTEX,China,210019,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,,,https://www.source-fashion.com/exhibitors/softex,,,Hall: Hall N1-N5 Stand: D80,"Unit 1706-1708, Tower 2,, Nanjing,, Jiangsu, 210019"
"SOHO APPAREL CO., LTD",China,210001,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,,,https://www.source-fashion.com/exhibitors/g9-soho-apparel-co,,,Hall: Hall N1-N5 Stand: F65,"Room 1201, Building B, NJUE Science Park,, Nanjing City, 210001"
South Enterprises Limited,Hong Kong,Hong Kong,Garment Manufacturer / Apparel,Source Fashion London Jul 7-9 2026,https://www.southent.com/,info@southent.com,+85227341500,https://www.linkedin.com/company/south-enterprises-limited/,,,https://www.source-fashion.com/exhibitors/south-enterprises-limited,,,Hall: Grand Hall Stand: E30,"2/F East Ocean Centre, 98 Granville Road, Tsim Sha Tsui East, Kowloon,, Hong Kong"
SP & KO Consultancy,United Kingdom,,Sustainable / Eco,Source Fashion London Jul 7-9 2026,https://www.spko.co.uk/,kathy@spko.co.uk,,,,,https://www.source-fashion.com/exhibitors/sp-ko-consultancy,,,Hall: Hall N1-N5 Stand: H3,"124 South Knighton Road, Leicester, LE2 3LQ"
"SUMEC TEXTILE & LIGHT INDUSTRY CO.,LTD",China,210019,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,,,https://www.source-fashion.com/exhibitors/sumec-textile-light-industry-co,,,Hall: Hall N7-N10 Stand: A46,"15F Building 1, Block B, Shuzhicheng, Nanjing, Jiangsu, 210019"
"SUMEC TEXTILE & LIGHT INDUSTRY CO.,LTD.",China,NANJING,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,,,https://www.source-fashion.com/exhibitors/sumec-textile-light-industry-co-1,,,Hall: Hall N7-N10 Stand: H53,"15 FLOOR,DEPARTMENT 8,SUMEC UNIVERSAL PLAZA,NO.68 YUNLONGSHAN ROAD, JIANYE DISTRICT, NANJING"
Super Fabric Agencies Ltd,United Kingdom,,Garment Manufacturer / Apparel,Source Fashion London Jul 7-9 2026,https://www.jinlite.net/about.html,richardwu@jinlite.net,+8618559195869,https://www.linkedin.com/company/fuzhou-lijinte-garments-co-ltd,,,https://www.source-fashion.com/exhibitors/super-fabric-agencies,,,Hall: Hall N1-N5 Stand: H23,"Unit 5 Papermill industrial estate, Birmingham, B44 8NY"
"SUZHOU FLYING TEXTILES CO., LTD",China,215228,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,,,https://www.source-fashion.com/exhibitors/suzhou-flying-textiles-co,,,Hall: Hall N1-N5 Stand: F21,"NO.158 YINHE RD, TANQIU, SUZHOU CITY, JIANGSU PROVINCE, 215228"
"SUZHOU SAVEBRAVE IMP.AND EXP.CO.,LTD.",China,215400,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,,,https://www.source-fashion.com/exhibitors/suzhou-savebrave-imp-expco,,,Hall: Hall N1-N5 Stand: E72,"NO.23, KUNTAI RD, TAICANG, JIANGSU, 215400"
T S KNITWEAR UK LTD,United Kingdom,,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,,,https://www.source-fashion.com/exhibitors/t-s-knitwear-uk,,,Hall: Hall N1-N5 Stand: D2,"80 Burnmoor Street, Leicester, Northern Europe, LE2 7JJ"
Tamanho e Tantos Lda.,Portugal,.,Garment Manufacturer / Apparel,Source Fashion London Jul 7-9 2026,https://ttantos.com/,info@ttantos.pt,0053144 23021401,https://www.linkedin.com/company/tamanho-e-tantos-lda/,https://www.instagram.com/ttantostextil2015/,,https://www.source-fashion.com/exhibitors/tamanho-e-tantos-lda,,https://www.facebook.com/tamanhoetantos/,Hall: Hall N7-N10 Stand: H11,"R. do Negral nº 753, Paredes, ."
TEO Garments Corporation Pte Ltd | TGCorp Ltd,Singapore,367953,Garment Manufacturer / Apparel,Source Fashion London Jul 7-9 2026,https://www.teogmts.com/,info@teogmts.com,65) 6282 0545,,,,https://www.source-fashion.com/exhibitors/teo-garments-corporation-pte-tgcorp,,,Hall: Hall N7-N10 Stand: G15,"15 Shaw Road, #01-01 TEO Industrial Building,, Singapore, 367953"
TEXCOT APPARELS PRIVATE LIMITED,India,638005,Garment Manufacturer / Apparel,Source Fashion London Jul 7-9 2026,https://magnumtex.in/,magnum@magnumtex.in,91-9677369581,,,,https://www.source-fashion.com/exhibitors/texcot-apparels-private-limited,,,Hall: Hall N1-N5 Stand: G3,"11-1A, PICHANKADU, ERODE, 638005"
"Thai Son S. P Co., Ltd",,,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,,,https://www.source-fashion.com/exhibitors/thai-son-s-p-co,,,Stand: A15,
The T-Shirt Factory Europe Ltd,United Kingdom,,Garment Manufacturer / Apparel,Source Fashion London Jul 7-9 2026,https://www.thetshirt-factory.co.uk/,info@thetshirt-factory.co.uk,0116 262 0786,https://www.linkedin.com/company/3244648/admin/dashboard/,,,https://www.source-fashion.com/exhibitors/t-shirt-factory-europe,,,Hall: Hall N1-N5 Stand: D11,"Unit 1A,, Leicester, LE4 9LF"
"TIANJIN GRANDTEX TEXTILE CO.,LTD",China,Tianjin,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,,,https://www.source-fashion.com/exhibitors/tianjin-grandtex-textile-co,,,Hall: Hall N7-N10 Stand: A54,"Room 3001, Building A, Fuli Center, Hexi District, Tianjin, Tianjin"
"Tonglu County Siyu Textile Co., Ltd",China,Zhejiang,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,,,https://www.source-fashion.com/exhibitors/tonglu-county-siyu-textile-co,,,Hall: Hall N7-N10 Stand: F50,"No. 1066, Tongqian Road, Shuanghu Village, Hengcun Town, Hangzhou, Zhejiang"
"TOPWAY HEADWEAR (HK) CO., LIMITED",China,Hong Kong,Garment Manufacturer / Apparel,Source Fashion London Jul 7-9 2026,https://topwayheadwear.com/,info@topwaysportswear.com,+86 13926871566,,https://www.instagram.com/topway_robinson/,,https://www.source-fashion.com/exhibitors/topway-headwear-hk-co-limited,,https://www.facebook.com/cap.hat.headwear,Hall: Hall N1-N5 Stand: A75,"Room B28 , 7/F , King Yip Factory Building, Kowloon, Hong Kong"
TRIMARE,Türkiye,,Garment Manufacturer / Apparel,Source Fashion London Jul 7-9 2026,https://www.trimaretextile.com/,info@trimaretextile.com,,https://www.linkedin.com/company/trimare-textile/about,https://www.instagram.com/trimare.eco/,,https://www.source-fashion.com/exhibitors/trimare,,,Hall: Hall N1-N5 Stand: B33,
TRUE-VISION(DongGuan)COMPANY LIMITED,China,523560,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,,,https://www.source-fashion.com/exhibitors/true-visiondongguancompany-limited,,,Hall: Hall N7-N10 Stand: E61,"Room 107,Building 2, No. 16, Chuangye 2nd Road, Mulun, Dongguan, Guangdong, 523560"
V-Aspire SB Enterprises,India,122000,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,,,,,,https://www.source-fashion.com/exhibitors/v-aspire-sb-enterprises,,,Hall: Hall N7-N10 Stand: G14,"M-18, Old DLF Colony,, Gurgaon, Haryana, 122000"
Vaneesha Impex Private Limited,India,221005,Garment Manufacturer / Apparel,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,,,,,,https://www.source-fashion.com/exhibitors/vaneesha-impex-private-limited,,,Hall: Hall N7-N10 Stand: A14,"B 27/87, DURGA KUND ROAD, VARANASI, UTTAR PRADESH, 221005"
Vietnam Textile & Apparel Association (VITAS),,,Garment Manufacturer / Apparel,Source Fashion London Jul 7-9 2026,http://www.vietnamtextile.org.vn/,info@vietnamtextile.org.vn,84-24-39349608,,,,https://www.source-fashion.com/exhibitors/vietnam-textile-apparel-association-vitas,,https://www.facebook.com/VITASVietNam,Hall: Hall N1-N5 Stand: B11,
Vigiant Industrial Limited,China,210012,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,,,https://www.source-fashion.com/exhibitors/vigiant-industrial-limited,,,Hall: Hall N7-N10 Stand: C61,"210012,48# Renmin Road,Maji Town,L.itahe District, Nanjing, Jiangsu, 210012"
VNL EXPORTS,India,302022,Garment Manufacturer / Apparel,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,,,,,,https://www.source-fashion.com/exhibitors/vnl-exports,,,Hall: Grand Hall Stand: D33,"G-1 126/127 Garment Zone,, Jaipur,, 302022"
WeBest,Hong Kong,.,Garment Manufacturer / Apparel,Source Fashion London Jul 7-9 2026,http://www.we-best.com/en/Index,info@we-best.com,16040813,,,,https://www.source-fashion.com/exhibitors/webest,,,Hall: Grand Hall Stand: K24,"Rm 1701 17/F, Hong Kong, Hong Kong, ."
"WELFULL GROUP CO.,LTD",China,310015,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,,,https://www.source-fashion.com/exhibitors/welfull-group-co,,,Hall: Hall N7-N10 Stand: J31,"D TOWER OCEAN INTERNATIONAL CENTER, NO.333 YUANJIAN ROAD, HANGZHOU, ZHEJIANG, 310015"
Welliam Trade Ltd (Bonvor),United Kingdom,,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,,,https://www.source-fashion.com/exhibitors/welliam-trade-bonvor,,,Hall: Grand Hall Stand: H25,"1 Tavistock Chambers, London, WC1A 2SE"
WovenTex LTD,United Kingdom,,Garment Manufacturer / Apparel,Source Fashion London Jul 7-9 2026,https://www.woventex.co/,contact@woventex.co,,https://www.linkedin.com/company/woventex-limited/?viewAsMember=true,https://www.instagram.com/woventexltd?igsh=MXFwYmllY284OXgwYw%3D%3D&utm_source=qr,,https://www.source-fashion.com/exhibitors/woventex,,https://www.facebook.com/profile.php?id=61585467571567,Hall: Hall N7-N10 Stand: J24,"167–169 Great Portland Street, London, W1W 5PF"
"Wuxi Cindy International Trade Co.,Ltd",China,214000,Garment Manufacturer / Apparel,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,,,https://www.source-fashion.com/exhibitors/wuxi-cindy-international-trade-co,,,Hall: Hall N7-N10 Stand: C44,"No.2 Fengwei Road, Xishan District,, Wuxi, Jiangsu, 214000"
"WUXI PACIFIC KNITTING CO., LTD",China,jiangsu,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,,,https://www.source-fashion.com/exhibitors/wuxi-pacific-knitting-co,,,Hall: Hall N7-N10 Stand: B46,"No.4 jins+H3:P3han branch road, jinshanbei industry park, wuxi, jiangsu"
"Xiamen C&D Enterprise Co.,Ltd",China,"361008,",,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,,,https://www.source-fashion.com/exhibitors/xiamen-cd-enterprise-co,,,Hall: Hall N1-N5 Stand: J61,"18th Floor of C&D International Building,, Xiamen City,, Fujian Province,, 361008,"
Xiamen Chamber of International Commerce,China,361000,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,,,https://www.source-fashion.com/exhibitors/xiamen-chamber-international-commerce,,,Hall: Grand Hall Stand: XiamenChamer,"NO.9-1 Factory Building 2/F , 3F ,Yongfeng Road,, Xiamen,, Fujain, 361000"
"XIAMEN CIS INDUSTRIAL. CO., LTD.",China,361008,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,,,https://www.source-fashion.com/exhibitors/xiamen-cis-industrial-co-,,,Hall: Hall N1-N5 Stand: A80,"Area B, Room 1504, No. 167 East Tapu Road,, Xiamen,, Fujian,, 361008"
"XIAMEN LEANDA GARMENTS CO.,LTD.",China,361023,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,,,https://www.source-fashion.com/exhibitors/xiamen-leanda-garments-co,,,Hall: Hall N1-N5 Stand: E34,"2nd floor,No.9 Building,J6# factory，, JiMei, Xiamen, 361023"
"XUZHOU DONGCHENG TEXTILE CO., LTD.",China,221006,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,,,https://www.source-fashion.com/exhibitors/xuzhou-dongcheng-textile-co-,,,Hall: Hall N1-N5 Stand: E73,"NO 2 JIANKANG ROAD, Xuzhou, 221006"
YANTAI HERO STATE CO LTD,China,266600,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,,,https://www.source-fashion.com/exhibitors/yantai-hero-state-co,,,Hall: Hall N1-N5 Stand: B61,"Room 613-616, Building A, 6/F, Wanda Financial Center, Yantai, Shandong, 266600"
"YAOBANG Clothing (Cambodia) Co.,Ltd",China,315000,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,,,https://www.source-fashion.com/exhibitors/yaobang-clothing-cambodia-co,,,Hall: Hall N7-N10 Stand: G60,"No. 377, Yayuan South Road, Shili, Ningbo, Zhejiang, 315000"
"Yichun Pluscool Sports Co., Ltd.",China,Jiangxi Province,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,,,https://www.source-fashion.com/exhibitors/yichun-pluscool-sports-co-,,,Hall: Hall N7-N10 Stand: G61,"No.10 Chunyu road,Yichun Economic Development Zone, Yichun City, Jiangxi Province"
"YIWU SURE IMPORT AND EXPORT CO.,LTD.",China,322000,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,,,https://www.source-fashion.com/exhibitors/yiwu-sure-import-export-co,,,Hall: Hall N1-N5 Stand: D76,"Room 1211, Block A,  NO.272 West Xuefeng Road,, Yiwu,, Jinhua,, 322000"
"YIWU WANYI TECHNOLOGY DEVELOPMENT CO.,LTD",China,0,Garment Manufacturer / Apparel,Source Fashion London Jul 7-9 2026,http://www.cnwanyu.com/,info@cnwanyu.com,86-579-85089112,,,,https://www.source-fashion.com/exhibitors/yiwu-wanyi-technology-development-co,,,Hall: Hall N1-N5 Stand: C73,"NO.100,EAST CHAOYANG ROAD, FOTANG TOWN,, YIWU CITY,, ZHEJIANG PROVINCE, 0"
"Ystar wear (Quanzhou)Co., Ltd",China,362000,Garment Manufacturer / Apparel,Source Fashion London Jul 7-9 2026,https://ystarwear.com/,info@ystarwear.com,+86 15606924212,https://www.linkedin.com/company/ystar-wear/,https://www.instagram.com/ystarwear/,,https://www.source-fashion.com/exhibitors/ystar-wear-quanzhouco,,https://www.facebook.com/ystarwear,Hall: Hall N7-N10 Stand: C53,"No.77 TAIKANG ROAD, XIANTANG COMMUNITY, CHANGTAI STREET, QUANZHOU, FUJIAN, 362000"
"Zhejiang Guomai Advertising & Exhibition Co., Ltd",China,310003,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,,,https://www.source-fashion.com/exhibitors/zhejiang-guomai-advertising-exhibition-co,,,Hall: National Ground Stand: Zhejiang Guomai Adver,"Room 1918, Fengqi Business Building, No.181 Fengqi Road, Hangzhou, 310003"
"ZHEJIANG KAITE KNITTING CO.,LTD",China,311800,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,,,https://www.source-fashion.com/exhibitors/zhejiang-kaite-knitting-co,,,Hall: Hall N7-N10 Stand: B71,"1605,16F,HUAYANG BUILDING,TAOZHU STREET, ZHUJI, ZHEJIANG, 311800"
"ZHEJIANG LUJIN TEXTILE TECHNOLOGY CO.,LTD.",China,312000,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,,,https://www.source-fashion.com/exhibitors/zhejiang-lujin-textile-technology-co,,,Hall: Hall N7-N10 Stand: F70,"Room 7018, 7/F,Block A, Building 8, East Area of Creative Pa, Shaoxing, Zhejiang, 312000"
"ZHEJIANG NEEDLES&STITCHES CLOTHING CO.,LTD",China,310051,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,,,https://www.source-fashion.com/exhibitors/zhejiang-needlesstitches-clothing-co,,,Hall: Hall N7-N10 Stand: F52,"15fl,5th bldg. 188 Binkang road, Hangzhou, Zhejiang, 310051"
"ZHEJIANG TIANPAI KNITTING CO.,LTD",China,322000,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,,,https://www.source-fashion.com/exhibitors/zhejiang-tianpai-knitting-co,,,Hall: Hall N7-N10 Stand: D72,"1858 Wuzhou Avenue, Fotang Town, Yiwu City, Zhejiang Province, 322000"
"Zhuhai Wiseman Co., Ltd.",China,519060,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,,,https://www.source-fashion.com/exhibitors/zhuhai-wiseman-co-,,,Hall: Hall N1-N5 Stand: C82,"#1, South Zhenwei Road,, Zhuhai,, 519060"
"Zhuji Dechao Knitting Co., Ltd",China,311800,,Source Fashion London Jul 7-9 2026,https://cookiepedia.co.uk/giving-consent-to-cookies,info@cookiepedia.co.uk,,https://www.linkedin.com/company/OneTrust,,,https://www.source-fashion.com/exhibitors/zhuji-dechao-knitting-co,,,Hall: Hall N7-N10 Stand: D42,"No.227 Longtan Road, Datang Street, Zhuji, Zhejiang, 311800"
