name,rewriteId,detail_url,country,province,city,zip,street,building,phone,fax,email,homepage,short_description,description,halls,stands,zones,exhibitor_programs,product_categories,usage_areas,product_end_uses,keywords,tags,brands,facebook,instagram,linkedin,twitter,youtube,tiktok,wechat,weibo,whatsapp,logo,last_approval,email_source,website_source
TULP sp. zo. o,tulp-sp-zo-o,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/tulp-sp-zo-o.html,Poland,Mazowieckie,Warsaw,02-786,"ul Amiany nr 8 lok lu 202,",,,,maxviv@163.com,,,,3,H3-A335,All About Her,Small Order Itinerary < 300 Pieces,,,,,,,,,,,,,,,,,2025-12-29T15:39:44,api,
Umar Garments,umar-garments,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/umar-garments.html,Pakistan,Sindh,Karachi,0,Plot 1-B-1 Sector 29 Korangi Industrial Area,,+92 321 2019330,,info@umar-garments.com,https://www.umar-garments.com,,,4,H4-H490,Knitted,New Exhibitor,,,,,,,,,,,,,,,,,2026-01-10T09:11:44,api,api
Unitop (Shanghai),shanghai-unitop-international-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/shanghai-unitop-international-co-ltd.html,China,Shanghai,Shanghai,201100,"Room 110 Builing A No.6 Huazhong Road,Minhang",,+86 21 5221 2886,,jason.wang@unitopintl.com,https://www.joysportcap.com,,,4,H4-E539,Fashion Accessories,,,,,,,,,,,,,,,,,,2025-12-19T12:23:58,api,api
Vane Fashion,honest-factory,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/honest-factory.html,Hong Kong,,Ningbo,,Hoi Chak Street,"Unit 1206 Eastern Harbour Centre, 28",+49 1525 7693630,,jan.hogenboom@honest-factory.com,https://www.honest-factory.com,,,3,H3-B366,All About Her,,,,,,,,,,,,,,,,,,2026-01-07T17:26:34,api,api
Vane Fashion,ningbo-vane-fashion-limited,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/ningbo-vane-fashion-limited.html,China,Hebei,Ningo,,"16F, Kaifeng Mansion 762 Zhongxing Road",,,,,,,,3,H3-B366,,,,,,,,,,,,,,,,,,,2026-01-30T11:53:01,,
Venux Apparel (Ningbo),ningbo-venux-apparel-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/ningbo-venux-apparel-co-ltd.html,China,Zhejiang,Ningbo,315192,110 South Xiwu Roadfenghua,,+86 574 8854 0819,+86 574 8854 0818,luna@cn-venux.com,https://www.cn-venux.com,,,4,H4-H408,Tailored,,,,,,,,,,,,,,,,,,2025-12-19T12:27:23,api,api
Vero Style,vero-style-limited,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/vero-style-limited.html,Bangladesh,,Dhaka,1216,"7 No Bordhon Bari, Darussalam, Mirpur-1,",,+33 1726468748,,fabric@verostyleltd.com,,,,3; null,H3-C326; Hnull,Casual & Sports,,,,,,,,,,,,,,,,,,2025-12-24T15:53:44,api,
Vestis Garment,vestis-garment-production-plc,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/vestis-garment-production-plc.html,Ethiopia,,Addis Ababs,,"Akaki Kality Sub City, Woreda 08",,+251 10212018,,fikertesfu@beryl-davis.com,,,,3,H3-A317,Casual & Sports,,,,,,,,,,,,,,,,,,2026-01-05T17:09:43,api,
W-Ken Fashion (Huzhou),huzhou-w-ken-fashion-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/huzhou-w-ken-fashion-coltd.html,China,Zhejiang,Huzhou,313000,"Room 1230,12Th Floor,Zhongyi Group111# Chuangye Avenue",,+86 572 213 0960,,yerisa@sina.com,,,,4,H4-F475,Knitted,,,,,,,,,,,,,,,,,,2025-12-19T11:23:43,api,
Wanhe Knitting (Quanzhou),quanzhou-wanhe-knitting-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/quanzhou-wanhe-knitting-coltd.html,China,Fujian,Quanzhou,315192,"Xinsha Industrial Zone,Dongyuan Town,Quanzhou Taiwanese Investment District",,+86 595 2230 9615,,michael@wanhe-knitting.com,https://www.wanhe-knitting.com,,,4,H4-H470,Knitted,,,,,,,,,,,,,,,,,,2025-12-19T12:12:17,api,api
Wanyi Technology Development (Yiwu),yiwu-wanyi-technology-development-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/yiwu-wanyi-technology-development-co-ltd.html,China,Zhejiang,Yiwu,322002,No.100 East Chaoyang Road,,+86 186 1658 2141,,angelowu@chinaseamless.com,https://www.chinaseamless.com,,,4,H4-G518,Casual & Sports,,,,,,,,,,,,,,,,,,2025-12-19T12:22:55,api,api
Warptex,warptex-bangladesh-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/warptex-bangladesh-ltd.html,Bangladesh,,Dhaka,1230,"Road # 11, Sector # 11",House# 20,,,sohag@warptexbd.com,,,,4,H4-E513,Casual & Sports,,,,,,,,,,,,,,,,,,2025-12-22T15:32:36,api,
Wehon Imp. & Exp. (Hangzhou),hangzhou-wehon-ie-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/hangzhou-wehon-ie-co-ltd.html,China,Zhejiang,Hangzhou,315192,"Room 311, Building 3, Mg19 Fashion Innovation Park, 2-3 Liansheng Road, Wuchang Street, Yuhang Distr",,+86 138 1913 6024,,jasmine@wehon.cn,,,,4,H4-H407,Tailored,,,,,,,,,,,,,,,,,,2025-12-19T12:28:48,api,
Weihong Clothing (Shaoxing),shaoxing-weihong-clothing-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/shaoxing-weihong-clothing-co-ltd.html,China,Zhejiang,Shaoxing,312000,No. 294 Changpu Streetyuecheng,,+86 575 8895 0312,+86 575 8895 0336,angela@yuandatex.com,,,,3; null,H3-B380; Hnull,All About Her,,,,,,,,,,,,,,,,,,2025-12-19T12:24:40,api,
Well Knitting (Haining),haining-well-knitting-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/haining-well-knitting-coltd.html,China,Zhejiang,Haining,314400,"Building A-1210,No.128 Shuanglian Road,Haining Economic Development Zone",,+86 573 8727 3128,,jenny@wellknitting.com,https://www.wellknitting.com,,,4,H4-G544,Fashion Accessories,,,,,,,,,,,,,,,,,,2025-12-19T12:11:13,api,api
Welldone Trade (Jiaxing),jiaxing-welldone-trade-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/jiaxing-welldone-trade-coltd.html,China,Zhejiang,Jiaxing,314001,"2-1501,Modern Square,Changsheng South Road",,+86 573 8272 1818,+86 573 8272 1718,kathy@eranfashion.com,,,,3,H3-D352,All About Her,,,,,,,,,,,,,,,,,,2025-12-19T12:15:49,api,
Wellfaith Far East Imp. & Exp. (Ningbo),ningbo-wellfaith-far-east-import-and-export-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/ningbo-wellfaith-far-east-import-and-export-coltd.html,China,Zhejiang,Ningbo,315192,Room1206-1210 Dongcheng Internatioanl Mansion,,+86 574 2789 5024,+86 574 2789 5040,chris@zhihetex.net,https://www.wellfaith.com,,,4,H4-H474,Knitted,,,,,,,,,,,,,,,,,,2025-12-19T12:15:07,api,api
Wesion Imp. & Exp. (Shaoxing),shaoxing-wesion-import--export-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/shaoxing-wesion-import--export-coltd.html,China,Zhejiang,Shaoxing,312000,Room 1005 B Block Of Textile Building Keqiao District Shaoxing County,,+86 575 8560 6926,,andrewtxg@163.com,,,,3,H3-C376,All About Her,,,,,,,,,,,,,,,,,,2025-12-19T12:15:49,api,
White International Apparels,white-international-apparels,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/white-international-apparels.html,Bangladesh,1000,Dhaka,1000,Avenue (East) Motijheel C/A,12 Dit Ext.,+880 1711-443809,,whiteapparels@gmail.com,https://www.whiteapparels.net,,,4,H4-H486,Knitted,New Exhibitor,,,,,,,,,,,,,,,,,2026-01-21T10:08:21,api,api
Wism Apparel,wism-apparel,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/wism-apparel.html,China,Zhejiang,Ningbo,315192,"2Nd Floor, Building 2, No.667, Chaoyang Road",,+86 05740,,bruce@nbwism.com,,,,4,H4-F451,Tailored,,,,,,,,,,,,,,,,,,2025-12-29T16:41:54,api,
Wojue Garment (Nanchang),nanchang-wojue-garment-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/nanchang-wojue-garment-co-ltd.html,China,Jiangxi,Nanchang,,NO.2999 CHENGHU EAST ROAD,ROOM 2201 UNIT1 BUILDING 4 HENGDA FEICUI LONGTING,+86 791 8849 5393,,aurora@ncwgtop.com,,,,4,H4-H501,Kids,New Exhibitor; Small Order Itinerary < 300 Pieces,,,,,,,,,,,,,,,,,2025-12-19T12:28:48,api,
Wownach Industrial (Hangzhou),hangzhou-wownach-industrial-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/hangzhou-wownach-industrial-coltd.html,China,Zhejiang,Hangzhou,310030,No.8 Xiyuan Ninth Road,"Room 303, 3F, Block F, Building 3",+86 136 7584 0320,,wendy@wownachic.com,https://www.wownachic.com,,,3,H3-A393,All About Her,,,,,,,,,,,,,,,,,,2025-12-23T18:36:40,api,api
Wuhai Commercial And Trade (Jiaxing),jiaxing-wuhai-commercial-and-trade-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/jiaxing-wuhai-commercial-and-trade-coltd.html,China,Zhejiang,Jiaxing,315192,"A1331, Morden Square, Nanhu District",,+86 159 6794 6796,,astra@asasgo.com,,,,3,H3-A338,All About Her,,,,,,,,,,,,,,,,,,2025-12-19T12:23:37,api,
Wuhan Y&T Industrial,wuhan-yt-industrial-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/wuhan-yt-industrial-co-ltd.html,China,Hubei,Wuhan,,"B1001, Dongyishiqu, No.129 Xinhua Road, Jianghan District",,+86 59524629,,wangyan@ytwuhan.com,https://www.ytwuhan.com,,,4,H4-G511,Casual & Sports,,,,,,,,,,,,,,,,,,2026-01-05T15:04:17,api,api
Xiangchuan New Material Technology (Zhejiang),zhejiang-xiangchuan-new-material-technology-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/zhejiang-xiangchuan-new-material-technology-co-ltd.html,China,Zhejiang,Jiaxing,314400,"No.16, Danfeng Road, Haining Economic Development Zone, Haining City",,+86 573 8718 1888,,wangrong1218@outlook.com,,,,4,H4-F532,Fashion Accessories,,,,,,,,,,,,,,,,,,2025-12-19T10:24:37,api,
Xianghui Garment (Shaoxing),shaoxing-xianghui-garment-cotld,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/shaoxing-xianghui-garment-cotld.html,China,Zhejiang,Shaoxing,315192,"Room 513A,Building 2,78# Pingjiang Road Yuecheng District Zhejiang China 312000",,+86 132 1676 8688,,jessica@xianghuigarment.com,,,,4,H4-H425,Tailored,,,,,,,,,,,,,,,,,,2025-12-19T12:10:09,api,
Xiaoshan Huiyifang Clothing (Hangzhou),hangzhou-xiaoshan-huiyifang-clothing-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/hangzhou-xiaoshan-huiyifang-clothing-coltd.html,China,Zhejiang,Hangzhou,311201,"South Room Of No.2, No.501-168, Dongruisi Road, Xintang Street",,+86 8618969036396,,terrence@xshyf.com,,,,3,H3-D378,All About Her,,,,,,,,,,,,,,,,,,2025-12-29T16:41:54,api,
Xichen Trading (Guangzhou),guagnzhou-xichen-trading-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/guagnzhou-xichen-trading-coltd.html,China,Guangdong,Guangzhou,510000,Room A481 Xindadi Plaza No.108 Zhanqian Road Yuexiu District,,+86 137 6063 4722,,mkfang0121@163.com,,,,4,H4-H473,Knitted,,,,,,,,,,,,,,,,,,2025-12-19T12:14:03,api,
Xinmao Textile Technology (Shaoxing),jiiaxing-huali-sweater-technology-development-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/jiiaxing-huali-sweater-technology-development-coltd.html,China,Zhejiang,Jiaxing,314023,"No.645,Guomao Road,Honghe Town",,+86 573 8336 6583,,info@hualisw.com,https://www.hualisweater.com,,,4,H4-G476,Knitted,,,,,,,,,,,,,,,,,,2026-01-06T09:23:01,api,api
Xinnidan Garments (Zhejiang),zhejiang-xinnidan-fushi-gufen-youxian-gongsi,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/zhejiang-xinnidan-fushi-gufen-youxian-gongsi.html,China,Zhejiang,Jiaxing,315192,"No.A6 Building, Huafu Industry Park, No.22 Shuanglian Road, Haining, Jiaxing, Zhejiang Province, Chi",,+86 138 1616 6154,,jhuang0112@gmail.com,,,,3,H3-D390,All About Her,,,,,,,,,,,,,,,,,,2025-12-19T12:20:04,api,
Xinshijia Fashion,xinshijia-fashion-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/xinshijia-fashion-coltd.html,China,Guangdong,Guangzhou,315192,"2Nd Floor,A271 ,Xindadi Clothing City, Zhanqian Road, Yuexiu District",,+86 131 1333 3841,,110119990@qq.com,,,,4; null,H4-F486; Hnull,Knitted,,,,,,,,,,,,,,,,,,2026-03-19T11:23:04,api,
Yahe Imp. & Exp. (Hangzhou),hangzhou-yahe-import-and-export-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/hangzhou-yahe-import-and-export-coltd.html,China,Zhejiang,Hangzhou,315192,"5Th Floor, No.3 Building, Shangcheng District Industrial Estate, No, 1418-41 Moganshan Roadgongshu Distric",,+86 137 7741 4394,,suzanna@wtying.net,,,,3,H3-C380,All About Her,,,,,,,,,,,,,,,,,,2025-12-19T12:12:59,api,
Yakjin Trading,yakjin-trading-corp,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/yakjin-trading-corp.html,"Korea, the Republic of (South)",,Seoul,05638,138 Wiryesung-Daero,8fl,+82 8224051200,,lenakim@yakjin.com,https://www.yakjin.com,,"The Best in Fabric and Garment manufacturing One Partner, Endless Possibilities Turnkey Excellence in Product Development...",3,H3-A310,Casual & Sports,New Exhibitor,,,,,,,,,,,,,,,,company_pictures/10000073202601/507621/1768269169970_1768981048.jpg,2026-01-19T11:16:50,api,api
Yali Garment (Guangzhou),guangzhou-yali-garment-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/guangzhou-yali-garment-coltd.html,China,Guangdong,Guangzhou,315192,Plant No.29 Jintan Road Tianxia Baijiang Xintang,,+86 8618988971958,,michael@jeater.com,,,,3; null,H3-A396; Hnull,All About Her,,,,,,,,,,,,,,,,,,2025-12-29T16:23:22,api,
Yazhuo Garment (Shengzhou),zhejiang-orient-creation-ie-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/zhejiang-orient-creation-ie-coltd.html,China,Zhejiang,Hangzhou,310009,Rm.1104 No.12 West Lake Avenue,,+86 139 5807 4532,,joycefu_zjo@163.com,,,,3,H3-B373,All About Her,,,,,,,,,,,,,,,,,,2025-12-19T17:33:36,api,
Yichen International Trade (Ningbo),ningbo-yichen-international-trade-corp-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/ningbo-yichen-international-trade-corp-ltd.html,China,Zhejiang,Ningbo,315192,"Room1102-2, Rong 'An Building, 700 South Tiantong Road, Yinzhou District",,+86 574 8723 9560,,leowang@nbyichen.cn,,,,4,H4-F492,Knitted,,,,,,,,,,,,,,,,,,2025-12-19T12:22:32,api,
Yida Textile (Dongguan),dongguan-yida-textile-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/dongguan-yida-textile-coltd.html,China,Guangdong,Dongguan,523430,"3Rd Floor, No. 42, Huangshahe West Road, Xiabian Village,, Liaobu Town",,+86 139 2585 7009,,yd@ydpatch.com,https://www.patchyd.com/,,,4,H4-F548,Fashion Accessories,,,,,,,,,,,,,,,,,,2025-12-19T12:14:06,api,api
Yiheng Supply Chain Management (Ningbo),ningbo-yiheng-supply-chain-management-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/ningbo-yiheng-supply-chain-management-coltd.html,China,Zhejiang,Ningbo,315192,"3Rd.,Floor, Building 6, No.188 Shanhai Rd., Ishigang Str.,Haishu District",,,,angie@yhgarment.com,,,,4; null,H4-G483; Hnull,Knitted,,,,,,,,,,,,,,,,,,2025-12-19T12:14:24,api,
Yihui Tech (Hangzhou),hangzhou-yihui-tech-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/hangzhou-yihui-tech-co-ltd.html,China,Zhejiang,Hangzhou,310052,"No. 567 Yue Ming Road,","Room 702, Building A, Yihui Center,",+86 573 8475 8000,,yihao199823@gmail.com,,,,3; null,H3-B345; Hnull,All About Her,,,,,,,,,,,,,,,,,,2025-12-19T12:18:17,api,
Yindie Garments (Ningbo),ningbo-yindie-garments-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/ningbo-yindie-garments-co-ltd.html,China,Zhejiang,Ningbo,315192,No1 Wangdong Industrial Developing Areashangtian Town Fenghua,,+86 574 8860 3137,+86 574 8860 3136,vivian@yindiechina.com,,,,4,H4-H411,Tailored,,,,,,,,,,,,,,,,,,2025-12-19T06:12:14,api,
Ying Sheng Fashion,ying-sheng-fashion-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/ying-sheng-fashion-coltd.html,China,Guangdong,Dongguan,315192,"Xinglong #5Rd., Wang Zhongming Avenue, Miao Bian Wong Administration Zone, Shipai Town, Dong Guan,Guang Dong Province",,+86 135 3900 8661,,verawang@risetime.com.cn,https://www.yingsheng.com,,,3,H3-B382,All About Her,,,,,,,,,,,,,,,,,,2025-12-19T12:25:43,api,api
Yinghongxiang Fashion & Accessories Imp. & Exp. (Beijing),beijing-yinghongxiang-fashion--accessories-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/beijing-yinghongxiang-fashion--accessories-coltd.html,China,Zhejiang,Beijing,315192,"Rm1007,10F,Building 4#,No.9 Yuxi Road,Houshayu Town,Shunyi District",,+86 138 1126 6440,,sales@yinghongxiang.com,,,,3,H3-D388,All About Her,,,,,,,,,,,,,,,,,,2025-12-19T12:27:24,api,
Yinrui Imp. & Exp. (Ningbo),ningbo-yunrui-impexp-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/ningbo-yunrui-impexp-coltd.html,China,Zhejiang,Ningbo,315000,"Room 1003-8,No.388 Huixian Road,Gaoqiao",,+86 574 8719 9528,,lucjohnson.yang@nbyunrui.com,,,,3,H3-C381,All About Her,,,,,,,,,,,,,,,,,,2025-12-19T12:22:33,api,
Yinzhou Azian Garment (Ningbo),ningbo-yinzhou-azian-garment-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/ningbo-yinzhou-azian-garment-co-ltd.html,China,Zhejiang,Ningbo,315194,Rm1204 B Block Chengnan Commercial Buildno.115 Huifeng West Road,,+86 574 8710 2609,+86 574 8710 2605,rena@azian.com.cn,https://www.azian.com.cn,,,4,H4-G430,Tailored,,,,,,,,,,,,,,,,,,2025-12-19T12:16:10,api,api
Yinzhou No Limit Garment (Ningbo),ningbo-yinzhou-no-limit-garment-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/ningbo-yinzhou-no-limit-garment-coltd.html,China,Zhejiang,Ningbo,315100,"Rm 1604, Haoru Mansionno 468 Taikang Rdrm 1604, Haoru Mansionno 468 Taikang Rd",,+86 574 5522 6593,+86 574 8741 3311,jucky@nolimitgarment.com,https://www.nolimitgarment.com,,,4,H4-G438,Tailored,,,,,,,,,,,,,,,,,,2025-12-19T12:22:34,api,api
Yinzhou San Rossi Garment （Ningbo）,ningbo-dream-import-and-export-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/ningbo-dream-import-and-export-coltd.html,China,Zhejiang,Ningbo,315000,"Rm1505,Bona Building,No.456 Taikang Mid-Roadyinzhou District",,+86 138 8442 0877,,239550472@qq.com,,,,4,H4-H450,Tailored,,,,,,,,,,,,,,,,,,2025-12-19T12:17:14,api,
Yiqunzhixiu underwear factory（Guangdong）,guangdong-yiqunzhixiu-industrial-co-ltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/guangdong-yiqunzhixiu-industrial-co-ltd.html,China,Guangdong,Shantou,515136,"Lingshan Industrial Zone, Tongyutown, Chaoyang District,Shantou, Guangdong Sheng",,+86 754 8759 9998,,nickole@yqzx-underwear-factory.com,https://www.yqzx-underwear-factory.com,,,4,H4-G521,Intimate,,,,,,,,,,,,,,,,,,2025-12-23T14:06:51,api,api
Yiwa Trading (Jiaxing),jiaxing-yiwa-trading-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/jiaxing-yiwa-trading-coltd.html,China,Zhejiang,Jiaxing,314000,"Room 616,Building 2,Hefeng Building,Technicall Economic Developmentarea",,+86 137 3258 0220,,phyllis@yi-wa.cn,,,,3,H3-C384,All About Her,,,,,,,,,,,,,,,,,,2025-12-29T15:52:22,api,
Yize Woolen Textile (Ningbo),ningbo-yize-woolen-textile-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/ningbo-yize-woolen-textile-coltd.html,China,Zhejiang,Ningbo,315192,Xingxing Industrial Park (Lihuaqiao) Yinzhou,,+86 574 8702 5508,+86 574 8741 0798,yyw@nbyize.com,https://www.nbyize.com,,,4,H4-H469,Knitted,,,,,,,,,,,,,,,,,,2025-12-19T12:21:07,api,api
Yizheng Textile (Jiaxing),jiaxing-yizheng-textile-coltd,https://texworld-paris.fr.messefrankfurt.com/paris/en/exhibitorsearch/exhibitor-search-apps.detail.html/jiaxing-yizheng-textile-coltd.html,China,Zhejiang,Jiaxing,315192,"Jiaxing City,Zhonghuan Road,Central Plaza,Building 1,Unit A.Room 603",,+86 573 8262 7199,,samon@jxyizheng.com,,,,4,H4-G493,Kids,,,,,,,,,,,,,,,,,,2025-12-29T16:40:30,api,
