Company,Country,City,Category,Fair,Website,Email,Phone_WhatsApp,LinkedIn,Instagram,Stand_Booth,Detail_URL,Notes,Facebook
SPEKTRE EYEWEAR,ITALY,,,Pitti Uomo 110,http://www.spektre.com,,,,https://www.instagram.com/spektresunglasses,PADIGLIONE CENTRALE / PIANO TERRA / G/6,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/spektre-eyewear,,https://www.facebook.com/Spektresunglasses
SPERRY,ITALY,,Classic; New Formal; Urban,Pitti Uomo 110,http://www.sperry.com,,,,https://www.instagram.com/asap.showroom,PADIGLIONE CAVANIGLIA / 36,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/sperry,,
STEFAN BRANDT,GERMANY,,,Pitti Uomo 110,http://www.stefanbrandt.com,,+66666667686970,,https://www.instagram.com/stefanbrandt_finestjersey/,PADIGLIONE CENTRALE / PIANO ATTICO / A/8-10,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/stefan-brandt,,https://www.facebook.com/StefanBrandtFinestJersey/
STEFANO CORSINI,ITALY,,Sustainable; Classic; Sportswear; Informal; Luxury; Craftsmanship; Contemporary,Pitti Uomo 110,http://www.stefanocorsini.it,,80070002,,https://www.instagram.com/stefanocorsini.accessorimoda,PADIGLIONE CENTRALE / PIANO TERRA / E/13,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/stefano-corsini,,
STEFANO MUGNAI,ITALY,,Essentials; Luxury; Craftsmanship; Contemporary; Collection,Pitti Uomo 110,http://www.stefanomugnai.com,INFO@STEFANOMUGNAI.COM,80070002,,https://www.instagram.com/stefano_mugnai_official,PADIGLIONE CENTRALE / PIANO ATTICO / E/3,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/stefano-mugnai,,
STEFANO RICCI,ITALY,,Lifestyle; Classic; Denimwear; Workwear; Activewear; Sportswear; Informal; Urban; Luxury; Craftsmanship,Pitti Uomo 110,http://www.stefanoricci.com,,+39 02 407 06 875,https://www.linkedin.com/company/stefanoriccigroup,https://www.instagram.com/stefanoricciofficial,PADIGLIONE CENTRALE / PIANO INFERIORE / Q/2,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/stefano-ricci,,https://www.facebook.com/StefanoRicciSpA
STEFANOBIGI,ITALY,,,Pitti Uomo 110,http://www.bigicravatte.it,info@bigicravatte.it,+39) 02.89.40.95.03,,https://www.instagram.com/bigi.milano,PADIGLIONE CENTRALE / SALONE M P.INFERIORE / 12,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/stefanobigi,,https://www.facebook.com/bigi.milano/
STETSON,U.S.A.,,Sustainable; Classic; Urban; Craftsmanship; Contemporary,Pitti Uomo 110,http://www.stetson-europe.com,,+49 (0) 221 963 558 - 0,,https://www.instagram.com/stetsoneurope,PADIGLIONE CENTRALE / PIANO TERRA / B/2-4,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/stetson,,https://www.facebook.com/stetsoneurope
STEWART,ITALY,,,Pitti Uomo 110,http://www.stewart.it,info@stewart.it,+39 055 8667285,,https://www.instagram.com/stewartjackets,PADIGLIONE CENTRALE / PIANO TERRA / D/16,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/stewart,,https://www.facebook.com/stewartjackets
STILNOLOGY,ITALY,,,Pitti Uomo 110,http://www.nipal.eu,nipal@nipal.eu,+39 0571 93 00 06,,https://www.instagram.com/stilnology,PADIGLIONE CENTRALE / PIANO TERRA / E/2,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/stilnology,,
STUDIO SEIDENSTICKER,GERMANY,,Sustainable; Agender; Urban; Contemporary,Pitti Uomo 110,https://www.seidensticker.com/de/de/studio/collection,,8002000,,https://www.instagram.com/studioseidensticker,PADIGLIONE CENTRALE / PIANO TERRA / E/8,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/studio-seidensticker,,https://www.facebook.com/seidensticker.de
SUN68,ITALY,,Lifestyle; Essentials; Workwear; Sportswear; Informal; Urban; Contemporary,Pitti Uomo 110,http://www.sun68.com,shop@sun68.com,+03591110279,,https://www.instagram.com/sun68,PADIGLIONE CAVANIGLIA / 2,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/sun68,,https://www.facebook.com/SUN68.official/
SUNDEK,U.S.A.,,,Pitti Uomo 110,http://sundek.it,cs@sundek.it,+00266130970,,https://www.instagram.com/sundek_official,PIAZZALE GHIAIA / 3,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/sundek,,https://www.facebook.com/sundek1958
SUNG JU- CODE KOREA,KOREA (SOUTH),,,Pitti Uomo 110,https://sung-ju.net,SALES@SUNG-JU.NET,,,https://www.instagram.com/sung_ju_official,POLVERIERA / 1,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/sung-ju--code-korea,,
SUNS BOARDS,ITALY,,Lifestyle; Sustainable; Workwear; Outdoor; Sportswear; Premium Streetwear; Urban; Luxury,Pitti Uomo 110,https://www.sunsboards.com,,+04481830729 | WA: +393899057639,,https://www.instagram.com/suns_boards,PADIGLIONE CENTRALE / PIANO TERRA / E/4,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/suns-boards,,https://www.facebook.com/suns.boards
SUPERDRY,UNITED KINGDOM,,,Pitti Uomo 110,http://www.superdry.com,press@superdry.com,68101214,,https://www.instagram.com/superdry,FURERIA / 1-3,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/superdry,,https://www.facebook.com/superdry
SVEVO,ITALY,,Lifestyle; Essentials; High Performance; Activewear; Luxury,Pitti Uomo 110,http://www.svevo.com,,+01892440346,,https://www.instagram.com/svevo_official,PADIGLIONE CENTRALE / PIANO INFERIORE / S/7 T/8,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/svevo,,https://www.facebook.com/SVEVOofficial
SWOF CARE- CHINA WAVE,CHINA,,Lifestyle; Agender; Cutting-Edge; Classic; Globetrotter; Informal; Craftsmanship; Contemporary; Collection,Pitti Uomo 110,https://www.swofcare.com,info@swofcare.com,+01085911721,,https://www.instagram.com/swofcare,COSTRUZIONI LORENESI / PIANO TERRA,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/swof-care--china-wave,,
SYNESTHÉSIE,ITALY,,,Pitti Uomo 110,http://www.synesthesie.it,info@synesthesie.it,+07419980482,,https://www.instagram.com/synesthesieparfum,,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/S/synesth-sie,,
TAKE A WAY,ITALY,,,Pitti Uomo 110,,,,,,ARMERIA / 13,,,
TARDIA,ITALY,,Lifestyle; Classic; Urban,Pitti Uomo 110,http://www.tardia.it,,+39 080 4804211,,https://www.instagram.com/tardia_official,PADIGLIONE CENTRALE / PIANO TERRA / B/8,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/T/tardia,,https://www.facebook.com/Tardiaofficial
TATEOSSIAN FOR LAMBORGHINI,UNITED KINGDOM,,,Pitti Uomo 110,,,,,,PADIGLIONE CENTRALE / PIANO INFERIORE / T/11,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/T/tateossian-for-lamborghini,,
TATEOSSIAN LONDON,UNITED KINGDOM,,Lifestyle; British Style; Classic; New Formal; Workwear; Informal; Luxury; Craftsmanship; Contemporary,Pitti Uomo 110,http://www.tateossian.com,customerservice@tateossian.com,+18559981008,,https://www.instagram.com/tateossianlondon,PADIGLIONE CENTRALE / PIANO INFERIORE / T/11,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/T/tateossian-london,,
TATRAS,ITALY,,Lifestyle; Outdoor; Urban; Collection,Pitti Uomo 110,http://www.tatras-official.com,xxxxxxxxxx@tatras-official.com,,,https://www.instagram.com/tatras_official,PADIGLIONE CENTRALE / PIANO INFERIORE / T/1-3,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/T/tatras,,https://www.facebook.com/TatrasOfficial
TBD EYEWEAR,ITALY,,Lifestyle; Sustainable; Agender; Nordic Style; Japan Style; British Style; Classic; New Formal; Luxury; Craftsmanship,Pitti Uomo 110,http://www.tbdeyewear.com,,+09002050962,https://www.linkedin.com/company/tbd-eyewear,https://www.instagram.com/tbdeyewear,PADIGLIONE CENTRALE / PIANO INFERIORE / O/22,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/T/tbd-eyewear,,https://www.facebook.com/tbdeyewear
TECLOR,JAPAN,,Lifestyle; Japan Style; Classic; New Formal; Workwear; Collection,Pitti Uomo 110,https://www.teclor.jp/en,,+06050403020100,,https://www.instagram.com/teclor_official,PADIGLIONE CENTRALE / PIANO ATTICO / D/7,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/T/teclor,,
TELA GENOVA,ITALY,,,Pitti Uomo 110,https://www.telagenova.it,info@telagenova.it,+290220404233,,https://www.instagram.com/telagenova,PADIGLIONE CENTRALE / PIANO ATTICO / F/4-6,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/T/tela-genova,,https://www.facebook.com/telagenova/
TELACRUDA,ITALY,,Lifestyle; Denimwear; Workwear; Informal; Craftsmanship; Contemporary,Pitti Uomo 110,https://telacruda.com,info@telacruda.com,+08202671213 | WA: +393511699153,,https://www.instagram.com/telacruda,COSTRUZIONI LORENESI / PIANO TERRA / 5,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/T/telacruda,,https://www.facebook.com/Telacruda
TESI,ITALY,,Lifestyle; British Style; New Formal; Urban; Collection,Pitti Uomo 110,http://www.tesihats.com,info@tesihats.com,0558999595,,https://www.instagram.com/tesihats,PADIGLIONE CENTRALE / PIANO TERRA / J/3,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/T/tesi,,https://www.facebook.com/tesihats/
TEVA,U.S.A.,,,Pitti Uomo 110,,,,,,SALA DELLA RONDA / 5,,,
THE CHINO REVIVED,JAPAN,,Sustainable; Japan Style; Denimwear; Urban; Craftsmanship; Contemporary,Pitti Uomo 110,http://www.thechinorevived.com,info@thechinorevived.com,,,https://www.instagram.com/thechinorevived,SALA DELLE NAZIONI / A/13,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/T/the-chino-revived,,
THE JACK LEATHERS,ITALY,,Lifestyle; Classic; Globetrotter; Informal; Craftsmanship; Contemporary,Pitti Uomo 110,,,,,https://www.instagram.com/the_jack_and_jackie_leathers,PADIGLIONE CENTRALE / PIANO TERRA / D/8,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/J/the-jack-leathers,,
THE WHITE BRIEFS,SWEDEN,,,Pitti Uomo 110,http://www.thewhitebriefs.com,customerservice@thewhitebriefs.com,,,https://www.instagram.com/thewhitebriefs_official,PADIGLIONE CENTRALE / PIANO ATTICO / A/4-6,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/T/the-white-briefs,,https://www.facebook.com/thewhitebriefs
THE.NIM,ITALY,,,Pitti Uomo 110,http://www.emmepi-italia.com,info@emmepi-italia.com,+39 045 6090076,,https://www.instagram.com/thenimstandard,ARSENALE / PIANO TERRA / 7,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/T/the-nim,,https://www.facebook.com/EmmepiItaliaShowroom/
THE.NIM,ITALY,,,Pitti Uomo 110,http://www.emmepi-italia.com,info@emmepi-italia.com,+39 045 6090076,,https://www.instagram.com/thenimstandard,ARSENALE / PIANO TERRA / 7,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/T/the-nim,,https://www.facebook.com/EmmepiItaliaShowroom/
THEBALLON-CODE KOREA,KOREA (SOUTH),,,Pitti Uomo 110,https://theballon.co.kr,,,,https://www.instagram.com/theballon_official,POLVERIERA / 1,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/T/theballon-code-korea,,
THERA'S,ITALY,,High Performance; Activewear; Urban; Luxury; Craftsmanship; Contemporary; Collection,Pitti Uomo 110,https://www.theras-sandals.it,info@theras-sandals.it,+39 080 399 1533 | https://wa.me,,https://www.instagram.com/theras_sandals,ARSENALE / PIANO TERRA / 41,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/T/thera-s,,https://www.facebook.com/theras.sandals
THOMAS MAINE,NETHERLANDS,,Lifestyle; Essentials; Classic; Informal; Luxury; Craftsmanship; Contemporary; Collection,Pitti Uomo 110,https://thomasmaine.com,support@thomasmaine.com,+31203460046,https://www.linkedin.com/company/thomasmaine,https://www.instagram.com/thomas_maine,RONDINO / 5-6,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/T/thomas-maine,,
THOMAS PINK,UNITED KINGDOM,,,Pitti Uomo 110,,,,,,PADIGLIONE CENTRALE / PIANO TERRA / B/6,,,
TIGER OF SWEDEN,SWEDEN,,,Pitti Uomo 110,http://www.tigerofsweden.com,,,,https://www.instagram.com/tigerofsweden,PADIGLIONE CENTRALE / PIANO INFERIORE / R/18,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/T/tiger-of-sweden,,https://www.facebook.com/Tigerofsweden/
TIKI,ITALY,,Lifestyle; Essentials; Classic; New Formal; Luxury; Craftsmanship; Contemporary,Pitti Uomo 110,http://www.tiki.it,info@tiki.it,+39 0817879729,,https://www.instagram.com/tikinapoli,PADIGLIONE CENTRALE / PIANO TERRA / I/10,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/T/tiki,,https://www.facebook.com/tikinapoli
TMB,ITALY,,Lifestyle; Sustainable; Essentials; Outdoor; Globetrotter; High Performance; Activewear; Sportswear; Luxury; Contemporary,Pitti Uomo 110,http://www.tmbfashiongroup.com,info@tmbfashiongroup.com,+39 0733 511411,,https://www.instagram.com/tombolini_official,PADIGLIONE CENTRALE / PIANO INFERIORE / S/2-6,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/T/tmb,,https://tmbfashiongroup.com//tmbfashiongroup.com//www.facebook.com/TomboliniOfficial
TOM RIPLEY,GERMANY,,Lifestyle; Sustainable; Essentials; Classic; Urban; Luxury; Craftsmanship,Pitti Uomo 110,https://www.tom-ripley.com,shopservice@tom-ripley.com,+49961600672,,https://www.instagram.com/tomripleyfashion,PADIGLIONE CENTRALE / S. ALFA P.INFERIORE / 21,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/T/tom-ripley,,https://www.facebook.com/TomRipleyFashion
TOMBOLINI,ITALY,,Lifestyle; Sustainable; Essentials; Classic; Globetrotter; High Performance; Activewear; Luxury; Craftsmanship; Contemporary,Pitti Uomo 110,http://www.tombolini.it,info@tmbfashiongroup.com,+39 0733 511411,,https://www.instagram.com/tombolini_official,PADIGLIONE CENTRALE / PIANO INFERIORE / S/2-6,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/T/tombolini,,https://tmbfashiongroup.com//tmbfashiongroup.com//www.facebook.com/TomboliniOfficial
TOOCO,SAN MARINO,,Lifestyle; Outdoor; Globetrotter,Pitti Uomo 110,http://wwwtooco.it,,,,https://www.instagram.com/tooco_official,PADIGLIONE CAVANIGLIA / 54,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/T/tooco,,
TOP GUN,U.S.A.,,,Pitti Uomo 110,http://www.topgunstore.com,promo@topgunstore.com,+17186263303,https://www.linkedin.com/company/top-gun-store,https://www.instagram.com/topgunofficialstore,PADIGLIONE CENTRALE / PIANO TERRA / K/10,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/T/top-gun,,https://www.facebook.com/topgunofficialstoreus
TORRAS,SPAIN,,Lifestyle; Essentials; Premium Streetwear; Informal; Urban; Luxury; Craftsmanship; Contemporary,Pitti Uomo 110,http://www.torras.com,,WA: +34691905402,,https://www.instagram.com/torrasofficial,COSTRUZIONI LORENESI / PIANO PRIMO / 3,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/T/torras,,
TRAMAROSSA,ITALY,,,Pitti Uomo 110,http://www.tramarossa.com,,,,,PADIGLIONE CENTRALE / PIANO INFERIORE / P/14,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/T/tramarossa,,
TRANSIT,ITALY,,Lifestyle; Cutting-Edge; Nordic Style; Globetrotter; Informal; Craftsmanship; Contemporary,Pitti Uomo 110,http://www.transit.it,shoponline@transit.it,+01839530241,,https://www.instagram.com/transit_officialpage,PADIGLIONE CENTRALE / PIANO ATTICO / F/11,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/T/transit,,https://www.facebook.com/transitofficialpage
TRE CIME,ITALY,,Sustainable; Essentials; Outdoor; Sportswear; Craftsmanship,Pitti Uomo 110,https://www.trecimeshoes.com,web@trecimeshoes.com,+05326410262,,https://www.instagram.com/trecimeshoes,SALA DELLE NAZIONI / B/39,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/T/tre-cime,,https://www.facebook.com/trecimeshoes
TREZ,ITALY,,,Pitti Uomo 110,http://www.trez.it,simone.cappa@trez.it,+00390587274511,,https://www.instagram.com/trez_official,FURERIA / 7,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/T/trez,,https://www.facebook.com/trez.urbanwear
TSUCHIYA KABAN,JAPAN,,,Pitti Uomo 110,https://tsuchiya-kaban.com,,,,https://www.instagram.com/tsuchiya_kaban,PADIGLIONE CENTRALE / PIANO ATTICO / A/5,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/T/tsuchiya-kaban,,https://www.facebook.com/tsuchiyakaban.global
TUCANO,ITALY,,Lifestyle; Sustainable; Essentials; Agender; Informal; Contemporary; Collection,Pitti Uomo 110,https://tucano.com,info@tucano.it,+07742390151,https://www.linkedin.com/company/tucano-srl/posts/,https://www.instagram.com/tucano_official,PADIGLIONE CAVANIGLIA / 59-61,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/T/tucano,,
TUMI,FRANCE,,,Pitti Uomo 110,,,,,,PADIGLIONE CENTRALE / PIANO TERRA / C/11,,,
U.S. POLO ASSN.,ITALY,,,Pitti Uomo 110,http://www.uspoloassn.it,service@uspoloassn.it,+00286820972,,https://www.instagram.com/uspoloassneur,PADIGLIONE CAVANIGLIA / 32,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/U/u-s--polo-assn-,,https://www.facebook.com/USPoloAssnEUR
UNIMATIC,ITALY,,Special Co-Lab/Limited Edition; Essentials; Classic; High Performance; Luxury; Craftsmanship; Contemporary,Pitti Uomo 110,http://www.unimaticwatches.com,,+10846090966,,https://www.instagram.com/unimaticwatches,PADIGLIONE CENTRALE / PIANO ATTICO / F/10,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/U/unimatic,,https://www.facebook.com/unimaticwatches/
UNITY,ITALY,,Sustainable; Essentials; Outdoor; High Performance; Activewear,Pitti Uomo 110,https://unityoriginal.com,,,,https://www.instagram.com/unityoriginal_,PADIGLIONE CENTRALE / PIANO TERRA / H/22,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/U/unity,,
UNIVERSAL OVERALL,U.S.A.,,,Pitti Uomo 110,,,,,https://www.instagram.com/universaloverall_jp,AREA MONUMENTALE / SALA DELLA VOLTA E CORRIDOIO DELL'ARCO / 1,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/U/universal-overall,,
UNPACKED,ITALY,,,Pitti Uomo 110,,,,,,SALA DELLE NAZIONI / A/46,,,
VANDOMA,PORTUGAL,,Classic,Pitti Uomo 110,http://www.vandomaties.com,hello@vandomaties.com,+351) 225 023 261,,https://www.instagram.com/vandoma_ties,PADIGLIONE CENTRALE / PIANO TERRA / G/4,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/V/vandoma,,https://www.facebook.com/vandoma.ties
VEGAN TIGER - CODE KOREA,KOREA (SOUTH),,Lifestyle; Sustainable; Agender; Cutting-Edge; New Formal; Urban; Craftsmanship; Contemporary; Upcycling,Pitti Uomo 110,https://www.vegantigerkorea.com,vegantiger@naver.com,+07047710888,,,POLVERIERA / 1,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/V/vegan-tiger---code-korea,,
VENETA CINTURE,ITALY,,Essentials; British Style; Classic; New Formal; Denimwear; Workwear; Informal; Urban; Luxury; Craftsmanship,Pitti Uomo 110,http://www.venetacinture.it,,,,https://www.instagram.com/venetacinture,SALA DELLE NAZIONI / B/41,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/V/veneta-cinture,,
VERBENAS,SPAIN,,Lifestyle; Denimwear; Urban; Contemporary,Pitti Uomo 110,https://www.verbenas.com,,,,https://www.instagram.com/verbenas_brand,PADIGLIONE CAVANIGLIA / 101-102,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/V/verbenas,,
VICTORIA,SPAIN,,,Pitti Uomo 110,https://www.calzadosvictoria.com/it_it/home,victoria@calzadosvictoria.com,+34941152910,,https://www.instagram.com/victoria_shoes,PADIGLIONE CAVANIGLIA / 110,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/V/victoria,,https://www.facebook.com/VictoriaShoes
VIGNOLBAGS,ITALY,,Sustainable; Luxury; Craftsmanship,Pitti Uomo 110,http://www.vignolbags.com,info@vignolbags.com,+03793050489,,https://www.instagram.com/vignolbags,PADIGLIONE CENTRALE / PIANO TERRA / G/10,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/V/vignolbags,,
VIGNOLBAGS,ITALY,,Sustainable; Luxury; Craftsmanship,Pitti Uomo 110,http://www.vignolbags.com,info@vignolbags.com,+03793050489,,https://www.instagram.com/vignolbags,PADIGLIONE CENTRALE / PIANO TERRA / G/10,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/V/vignolbags,,
VISION OF SUPER,ITALY,,,Pitti Uomo 110,,,,,,,,,
VOILE BLANCHE,ITALY,,,Pitti Uomo 110,http://www.voileblanche.com,,,,https://www.instagram.com/voile_blanche,PADIGLIONE CAVANIGLIA / 28-29,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/V/voile-blanche,,
VON DUTCH,U.S.A.,,Lifestyle; Premium Streetwear; Urban,Pitti Uomo 110,http://www.vondutch.fr,,+334 75 90 66 97,,https://www.instagram.com/von_dutch_france,CORTILE DEL TEATRINO / 2,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/V/von-dutch,,
VTR,SPAIN,,,Pitti Uomo 110,,,,,,SALA DELLA RONDA / 6,,,
W6YZ,ITALY,,,Pitti Uomo 110,http://www.w6yz.com,support@w6yz.com,+39 0733 790730,,https://www.instagram.com/w6yz_official,PADIGLIONE CAVANIGLIA / 28-29,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/W/w6yz,,https://www.facebook.com/W6YZofficial/
WAHTS,NETHERLANDS,,Lifestyle; Sustainable; Essentials; Nordic Style; Globetrotter; Activewear; Sportswear; Informal; Urban; Contemporary,Pitti Uomo 110,http://www.wahts.com,,,,https://www.instagram.com/wahts_official,PADIGLIONE CENTRALE / PIANO ATTICO / A/9,https://uomo.pittimmagine.com/en/pittimmagine/fairs/uomo/exhibitors/W/wahts,,
