Contact,Title,Company,Country,Email,Email Type,Phone,WhatsApp,LinkedIn Profile,Company LinkedIn,Website,Event,Pavilion,Product,Score,Status,HQ,Revenue,Notes
,,Academia & Industria Forum,AU,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/clinical-sciences-exchange-clinscix-2026-august-sydney-au,Clinical Sciences Exchange,Organizer,,90,Hot,,,"Clinical Sciences Exchange scheduled on August 27, 2026 at Sydney, Australia is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present research activities that | Industry: Medical | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",TR,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-politics-and-international-relations-icir-2026-may-istanbul-tr,International Conference on Politics and International Relations (ICIR),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: transnational crime european public policy african law peacekeeping transnational affairs ge",90,Hot,,,"International Conference on Politics and International Relations scheduled on May 04-05, 2026 at Istanbul, Turkey is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",TR,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-conflict-resolution-management-and-negotiation-iccrmn-2026-may-istanbul-tr,"International Conference on Conflict Resolution, Management and Negotiation (ICCRMN)",Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: sport law conflict resolution sociology and politics political conflicts international confl",90,Hot,,,"International Conference on Conflict Resolution, Management and Negotiation scheduled on May 04-05, 2026 at Istanbul, Turkey is for the researchers, scientists, scholars, engineers, academic, scientific and university pr | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",TR,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-public-administration-reform-and-innovation-icpari-2026-may-istanbul-tr,International Conference on Public Administration Reform and Innovation (ICPARI),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: administrative law policy practice law reform governance good governance public policies pub",90,Hot,,,"International Conference on Public Administration Reform and Innovation scheduled on May 04-05, 2026 at Istanbul, Turkey is for the researchers, scientists, scholars, engineers, academic, scientific and university practi | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
International Conference,Statistics (ICEORS) -,"World Academy of Science, Engineering and Technology",IT,international@conferenceindex.org,Likely,,,https://www.linkedin.com/in/international-conference,,https://conferenceindex.org/event/international-conference-on-cartography-gis-and-geovisualization-iccgisg-2026-may-rome-it,"International Conference on Cartography, GIS and Geovisualization (ICCGISG)",Organizer,"tologies, integration Data quality Location based services and ubiquitous cartography Volunteered geographic information, crowdsourcing and critical cartography Geoinform",100,Hot,,,"International Conference on Cartography, GIS and Geovisualization scheduled on May 04-05, 2026 at Rome, Italy is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",TR,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-planning-and-urban-design-icpud-2026-may-istanbul-tr,International Conference on Planning and Urban Design (ICPUD),Organizer,"een Infrastructure Planning to Promote Ecological Services in the City Multifunctional Urban Green Infrastructure Municipal Planning, Urban Design, and Green Infrastructu",90,Hot,,,"International Conference on Planning and Urban Design scheduled on May 04-05, 2026 at Istanbul, Turkey is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-construction-engineering-technology-and-computer-aided-design-iccetcad-2026-may-singapore-sg,International Conference on Construction Engineering Technology and Computer Aided Design (ICCETCAD),Organizer,t planning and scheduling Estimating Construction equipment Construction project management fundamentals Concrete structures and formwork Emerging trends and technologies,90,Hot,,,"International Conference on Construction Engineering Technology and Computer Aided Design scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific | Industry: Medical | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",IT,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-preventing-terrorism-and-countering-violent-extremism-icptcve-2026-may-rome-it,International Conference on Preventing Terrorism and Countering Violent Extremism (ICPTCVE),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: homeland security conflict resolution international security counter terrorism public safety",90,Hot,,,"International Conference on Preventing Terrorism and Countering Violent Extremism scheduled on May 04-05, 2026 at Rome, Italy is for the researchers, scientists, scholars, engineers, academic, scientific and university p | Industry: Industrial Automation | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",TR,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-geoinformatics-and-remote-sensing-icgrs-2026-may-istanbul-tr,International Conference on Geoinformatics and Remote Sensing (ICGRS),Organizer,"Web GIS and internet GIS Wireless and mobile GIS solutions Name: World Academy of Science, Engineering and Technology Website: https://waset.org/ Address: UAE World Acad",90,Hot,,,"International Conference on Geoinformatics and Remote Sensing scheduled on May 04-05, 2026 at Istanbul, Turkey is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-human-geography-planning-and-international-development-studies-ichgpids-2026-may-singapore-sg,"International Conference on Human Geography, Planning and International Development Studies (ICHGPIDS)",Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: venue management agritourism Description Organization Anthropology and Sociology Behavioral",90,Hot,,,"International Conference on Human Geography, Planning and International Development Studies scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientif | Industry: Medical | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",IT,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-medical-and-nursing-education-icmne-2026-may-rome-it,International Conference on Medical and Nursing Education (ICMNE),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: nursing education psychiatric education psychoeducation school psychology counselor professi",90,Hot,,,"International Conference on Medical and Nursing Education scheduled on May 04-05, 2026 at Rome, Italy is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",IT,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-deradicalization-and-radicalization-icdr-2026-may-rome-it,International Conference on Deradicalization and Radicalization (ICDR),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: democracy conflict resolution international security counter terrorism public safety crimina",90,Hot,,,"International Conference on Deradicalization and Radicalization scheduled on May 04-05, 2026 at Rome, Italy is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to pr | Industry: Medical | Source: conferenceindex | Validation confidence: 1.00"
