Company,Country,Category,Website,Stand,Email,Phone,LinkedIn,Instagram
SORRIBRAS ALIMENTOS E COMERCIO DE CEREAIS LTDA,Brazil,Private label | Pulses | Organic products | Pulses/ grains / cereals / flours | Vegetable & animal oils & fats | Agri-product Seeds,https://sorribras.com,"N9-D59, North Hall 9",,,,
Sosyo Hajoori Beverages Private Limited,India,"Government/associations | Halal and kosher food | Cordials & Syrups | Fortified foods & health products | Digital Marketing | Instant Beverages | Advertising, Marketing and PR | Professional services | Private label | Events & Exhibitions | Health & Wellness Products | Flavoured Water | Energy Drinks | Non-alcoholic Beverages | Bottled Water | Carbonated Soft Drinks | Trademark | Data and Records Management | Juices & Nectars",https://www.hajoori.com,"Z5-J61, Za'abeel Hall 5",,,,
Sottobosco Paoli,Italy,World Food,https://www.sottoboscopaoli.it,"18-40, South Hall 3",,,,
SOTUDEX,Tunisia,Dates & Date Palm Products | Snacks,https://www.sotudex.com/admin646gwm9wv/,"43-55, South Hall 7",,,,
Souk farms Ltd,Rwanda,Chilled & fresh food | Fresh Fruits & Vegetables,https://souk-ig.com/,"GG-U30, North Hall 12",,,,
SOUROTI S.A,Greece,Iced Tea | Non-alcoholic Beverages | Bottled Water | Carbonated Soft Drinks | Flavoured Water,https://souroti.gr/en/,"Z5-H23, Za'abeel Hall 5",,,,
Southern Edible Oil Industries (M) Sdn Bhd,Malaysia,Oil | Private label | Halal and kosher food | Agri-oil | Vegetable & animal oils & fats,https://www.seoi.com.my,"Z1-A35B, Za'abeel Hall 1",,,,
"Southern Maine Lobster Company: Fresh-Caught Maine Lobster, Shipped Worldwide",United States of America,"Crustacean | Meat, poultry & seafood",https://southernmainelobster.com,"S-B2, Trade Centre Arena",,,,
Southern Oil (Pty) Ltd,South Africa,Animal Fats | Halal and kosher food | Agri-oil | Vegan / Vegetarian Products | Fortified foods & health products | Sugar-free Products | Oil | Private label | Free-from products | Olive Oil | Health & Wellness Products | Condiments & sauces | Vegetable & animal oils & fats,https://www.soill.co.za,"25-4, South Hall 4",,,,
Southern Roots Nut Company LLC,United States of America,Specialty food | Halal and kosher food | Healthy snacks | Snacks | Ready-to-Eat | Nuts,https://www.southernroots.org,"42-8, South Hall 7",,,,
Southern Seeds Production,Argentina,Agri-oil | Vegan / Vegetarian Products | Fortified foods & health products | Pulses | Pulses/ grains / cereals / flours | Corn | Snacks | Millet | Frozen food | Private label | Sorghum | Free-from products | Health & Wellness Products | Popcorn | Agri-product Seeds | Vegetable snacks | Frozen Fruit & Vegetables | Vegetable & animal oils & fats | Healthy snacks | Gluten-Free Products,https://www.sspseeds.com,"N7-F28, North Hall 7",,,,
Southern United States Trade Association (SUSTA,United States of America,Government/associations,https://www.susta.org/,"42-84,Z6-F57,S-B8, South Hall 7,Za'abeel Hall 6,Trade Centre Arena",,,,
Sovena,Spain,Oil | Private label | Olive Oil | Vegetable & animal oils & fats,https://www.sovenagroup.com,"Z1-F3, Za'abeel Hall 1",,,,
Soyyigit Gida San. Ve Tic. A.S. (Kent Boringer,Türkiye,"Bakery, cakes & desserts | Halal and kosher food | Spreads, honey & jams | Instant Noodles | Oil | Coffee | Dry goods | Private label | Instant Soups | Ghee | Olive Oil | Condiments & sauces | Spices & Seasonings | Non-alcoholic Beverages | Cakes / Dessert | Vegetable & animal oils & fats | Baking Supplies",https://www.soyyigit.com.tr,"55-40, South Hall 10",,,,
"SP Food Product Co., Ltd.",Thailand,Gulfood Fresh,https://spfresh.co.th/,"GG-N36, North Hall 12",,,,
SPA SNAX,Algeria,Savoury snacks | Salty Snacks | Snacks,https://snax.dz,"N1-G129, North Hall 1",,,,
Spadana Superior Golden Age Co,Iran,Butter | Condiments & sauces | Cream & Cream Products | Cheese,https://jolfafoods.com,"SH-P41, South Hall 12",,,,
Spark + Honey,United States of America,Artisanal | Specialty food | Pulses/ grains / cereals / flours | Snacks | Breakfast Cereals | Cereals / Fruit Bars,https://www.spark-honey.com,"42-48, South Hall 7",,,,
Sparta Foods (Pty) Ltd,South Africa,"Value-Added Food | Specialty food | Frozen Meat | Halal and kosher food | Processed Meat | Meat, poultry & seafood | Organ Meats & Offal | Frozen food | Unprocessed Meat",https://sparta.co.za/,"S1-114, Shk Saeed Hall 1",,,,
Spartan Bizcorp Pte Ltd,Singapore,Dry goods | Canned Products | Oats | Pulses/ grains / cereals / flours | Coffee | Pasta | Instant hot beverages,https://spartanbizcorp.com/,"N1-113, North Hall 1",,,,
Special Food Factory for Food Products,Saudi Arabia,Private label,https://www.sfood.com.sa/,"37-103, South Hall 6",,,,
SPECIALTY FLAVOURS,Ecuador,Savoury snacks | Halal and kosher food | Vegan / Vegetarian Products | Ready-to-Eat | Canned Products | Snacks | Salty Snacks | Artisanal | Value-Added Food | Dry goods | Private label | Free-from products | Specialty food | Fair Trade | Gluten-Free Products | Ethnic Food,https://specialty-flavours.com/index.html,"A-105, South Hall 5",,,,
SPECTRA COMPANY,Egypt,Sorghum | Freekeh | Pulses/ grains / cereals / flours | Corn | Millet | Pulses,https://www.spectra-eg.co,"N9-D56, North Hall 9",,,,
SPECTRUM FOOD PRODUCTS,India,Halal and kosher food | Fortified foods & health products | AgriTech | Snacks | Frozen food | Fresh Fruits & Vegetables | Dry goods | Dried Fruit & Vegetables | Private label | Organic products | Technology | Health & Wellness Products | Condiments & sauces | Frozen Fruit & Vegetables | Spices & Seasonings | Dried Fruits | Chilled & fresh food,https://www.spectrumfood.in/,"N6-C17, North Hall 6",,,,
Spice Expert LLC,Uzbekistan,"Bakery, cakes & desserts | Tea | Coffee | Dry goods | Private label | Crisp Bread | Baked Goods | Condiments & sauces | Spices & Seasonings | Cakes / Dessert | Baking Supplies",https://spiceexpert.uz/,"33-23, South Hall 6",,,,
Spice Star Foodstuff Trading LLC,United Arab Emirates,"Rice, Pulses & Grains",https://www.spicestar.ae,"N10-135, North Hall 10",,,,
Spicecentra,India,Dry goods | Pulses/ grains / cereals / flours | Rice | Spices & Seasonings | Pulses,https://www.spicecentra.com,"N6-C35, North Hall 6",,,,
Spicy Bulldog Pty Ltd,South Africa,Condiments & sauces | Halal and kosher food | Free-from products | Vegan / Vegetarian Products | Gluten-Free Products,https://www.spicybulldog.co.za,"24-25, South Hall 4",,,,
Spire International LLC,United Arab Emirates,"Savoury snacks | Cordials & Syrups | Tea | Alternative Milk Products | Coffee Beans | Fortified foods & health products | Meat, poultry & seafood | Cereals / Fruit Bars | Instant Noodles | Canned Products | Oats | Coffee | Pulses/ grains / cereals / flours | Pasta | Frozen Seafood | Snacks | Cheese | Breakfast Cereals | Frozen food | Dry goods | Private label | Free-from products | Processed Meat | Health & Wellness Products | Butter | Dairy-free Products | Crackers | Vegetable snacks | Condiments & sauces | Fat-free Products | Bottled Water | Healthy snacks | Gluten-Free Products | Instant hot beverages",https://www.spireinternational.ae,"D2-43, Hall 2",,,,
Spoldzielnia Mleczarska w Gostyniu,Poland,"Value-Added Food | Specialty food | Bakery, cakes & desserts | Free-from products | Cakes / Dessert | Lactose-free Products | Ready-to-Eat",https://smgostyn.pl/,"R-J43, Shk Rashid Hall",,,,
Sponge Enterprises Private Limited,India,Government/associations | Vegan / Vegetarian Products | Fortified foods & health products | Pulses/ grains / cereals / flours | Brown Rice | Private label | Organic products | Free-from products | Rice | Fortified & Functional Products | Health & Wellness Products,https://www.spongeenterprises.com,"N6-B49, North Hall 6",,,,
"Spółdzielcza Mleczarnia ""Spomlek",Poland,"Private label | Yoghurt (Regular, Flavoured, Fruit, etc.) | Halal and kosher food | Cheese",https://www.spomlek.pl,"R-J19, Shk Rashid Hall",,,,
Spring Valley General Trading Company LLC,United Arab Emirates,Dry goods | Private label | Pulses/ grains / cereals / flours | Rice | Spices & Seasonings | Millet | Pulses,https://www.svtdxb.com,"N4-A40, North Hall 4",,,,
Springbank Honey,New Zealand,"Bakery, cakes & desserts | Ready-to-Eat | Fortified foods & health products | Spreads, honey & jams | Snacks | Private label | Organic products | Free-from products | Health & Wellness Products | Dairy-free Products | Gourmet & Fine Food | Specialty food | Condiments & sauces | Healthy snacks | Gluten-Free Products | Lactose-free Products | Baking Supplies",https://springbankhoney.com/,"29-28, South Hall 5",,,,
Springhaus,Argentina,Dry goods | Spices & Seasonings | Dried Fruits,https://www.springhausagro.com/,"N8-A28, North Hall 8",,,,
"SQ Portugal, Lda",Portugal,Dry goods | Energy Drinks | Coffee | Pasta,https://www.sqportugal.com,"3-48, South Hall 1",,,,
Square Food & Beverage Ltd,Bangladesh,"Bakery, cakes & desserts | Instant Noodles | Frozen Ready Meals | Oil | Pulses | Pulses/ grains / cereals / flours | Snacks | Salty Snacks | Frozen food | Dry goods | Private label | Ghee | Rice | Crackers | Baked Goods | Condiments & sauces | Vegetable & animal oils & fats | Carbonated Soft Drinks | Juices & Nectars",https://www.sfbl.com.bd/,"SH-U37, South Hall 12",,,,
Sri Lanka Export Development Board,Sri Lanka,Savoury snacks | Iced Tea | Halal and kosher food | Tea | Alternative Milk Products | Fortified foods & health products | Instant Noodles | Canned Products | Fresh Ready Meals | Oats | Frozen Meat | Coffee | Pulses/ grains / cereals / flours | Dried Milk Products | Snacks | Cheese | Nuts | Frozen food | Fresh Fruits & Vegetables | Instant Beverages | Dry goods | Dried Fruit & Vegetables | Ice Cream | Ice Cream / Sorbet / Gelato | Frozen Dairy Products | Health & Wellness Products | Milk | Butter | Crackers | Energy Drinks | Spices & Seasonings | Non-alcoholic Beverages | Dried Fruits | Healthy snacks | Carbonated Soft Drinks | Chilled & fresh food | Organic products,https://www.srilankabusiness.com/,"56-83, South Hall 10",,,,
Sri Narasu's Coffee Company Private Limited,India,Halal and kosher food | Coffee | Pulses/ grains / cereals / flours | Non-alcoholic Beverages | Coffee Beans | Instant Beverages | Instant hot beverages,https://www.narasuscoffee.in,"Z5-J50, Za'abeel Hall 5",,,,
Sri Sai Nath Agri Industries Private Limited,India,Pulses/ grains / cereals / flours | Rice,https://srisainathagri.com/,"N7-204, North Hall 7",,,,
SS TARIS INCIR TSKB (TARIS FIG UNION,Türkiye,"Halal and kosher food | Ready-to-Eat | Spreads, honey & jams | Snacks | Nuts | Dry goods | Dried Fruit & Vegetables | Private label | Free-from products | Dairy-free Products | Gourmet & Fine Food | Specialty food | Dried Fruits | Ethnic Food",https://www.tarisincir.com.tr,"55-13, South Hall 10",,,,
"Ssk Foods Co.,Ltd",Japan,Condiments & sauces,https://www.sskfoods.co.jp/,"30-71, South Hall 5",,,,
ST. ALi Coffee,Australia,Coffee | Instant Beverages,https://stali.com.au/,"29-80, South Hall 5",,,,
St. Dalfour,France,"Spreads, honey & jams",https://www.stdalfour.com,"9-32, South Hall 1",,,,
St. Paul / Royal ERU,Netherlands,World Food,https://www.st-paul.com/,"5-55, South Hall 1",,,,
STANDAGE Inc,Japan,"Bakery, cakes & desserts | Vegan / Vegetarian Products | Meat, poultry & seafood | Instant Noodles | Fresh Ready Meals | Coffee | Pulses/ grains / cereals / flours | Dry goods | Free-from products | Rice | Olive Oil | Organ Meats & Offal | Baked Goods | Condiments & sauces | Vegetable & animal oils & fats | Chilled & fresh food",https://www.standage.co.jp/en,"N1-B90, North Hall 1",,,,
Staple Foods (Pvt) Limited,Pakistan,Private label | Halal and kosher food | Pulses/ grains / cereals / flours | Rice | Brown Rice | Pulses,https://staplefoods.net,"N5-C52, North Hall 5",,,,
"STAR CANNERY CO., LTD",Thailand,"Dry goods | Canned Products | Private label | Fish | Halal and kosher food | Meat, poultry & seafood | Organic products",https://starcannery.com/,"N2-B28, North Hall 2",,,,
STAR FOODSTUFF MANUFACTURING CO LLC,United Arab Emirates,"Savoury snacks | Gluten-free Baked Goods | Bakery, cakes & desserts | Halal and kosher food | Snacks | Nuts | Salty Snacks | Dry goods | Private label | Popcorn | Crackers | Baked Goods | Dried Fruits | Healthy snacks",https://starfoodsglobal.ae,"N1-G136, North Hall 1",,,,
Star Line Foods Products Ltd,Bangladesh,"Dry goods | Crisp Bread | Bakery, cakes & desserts | Pulses/ grains / cereals / flours | Rice | Spices & Seasonings | Cakes / Dessert | Instant Noodles",https://starlinegroupbd.com,"SH-T3, South Hall 12",,,,
Star Rice Land Pvt. Ltd,India,Specialty food | Private label | Government/associations | Halal and kosher food | Pulses/ grains / cereals / flours | Rice | Ethnic Food | Brown Rice | Organic products,https://starriceland.com/,"N4-C28, North Hall 4",,,,
STAR SNACK LLC,Uzbekistan,World Food,https://www.toretto.uz,"34-22, South Hall 6",,,,
"STAR UP TRADING (JINING) CO.,LTD",China,Dates & Date Palm Products | Canned Products | Snacks | Nuts | Salty Snacks | Dry goods | Dried Fruit & Vegetables | Vegetable snacks | Spices & Seasonings | Dried Fruits | Healthy snacks,https://WWW.STARUPFOOD.COM,"N11-B22, North Hall 11",,,,
Starfish Ltd,Latvia,"Ready-to-Eat | Meat, poultry & seafood | Fresh Ready Meals | Fish | Frozen Seafood | Frozen food | Private label | Specialty food | Chilled & fresh food | Organic products",https://www.starfishseafood.eu/,"S-B18, Trade Centre Arena",,,,
STARKISS FOOD CORPORATION SDN BHD,Malaysia,"Bakery, cakes & desserts | Instant Noodles | Frozen Ready Meals | Canned Products | Frozen Meat | Pasta | Frozen Seafood | Frozen food | Fresh Fruits & Vegetables | Dry goods | Ice Cream / Sorbet / Gelato | Frozen Baked Goods | Frozen Dairy Products | Baked Goods | Frozen Fruit & Vegetables | Cakes / Dessert | Chilled & fresh food",https://starkiss.com,"N2-D14, North Hall 2",,,,
StarNut Almond Walnut & Pistachio,United States of America,Snacks | Nuts,https://www.starnutca.com,"42-60, South Hall 7",,,,
Starzinger GmbH & Co KG,Austria,Energy Drinks | Iced Tea | Non-alcoholic Beverages | Bottled Water | Carbonated Soft Drinks | Flavoured Water,https://www.starzinger.com,"Z6-E30, Za'abeel Hall 6",,,,
Stassen Exports (Pvt) Ltd,Sri Lanka,Iced Tea | Tea | Non-alcoholic Beverages,https://www.stassentea.com/,"Z3-140, Za'abeel Hall 3",,,,
State Company for Foodstuff Trading,Iraq,Oil | Animal Fats | Wheat | Pulses/ grains / cereals / flours | Agri-oil | Free-from products | Vegetable & animal oils & fats | Gluten-Free Products | Pulses,https://www.iraqsfsc.gov.iq,"33-80, South Hall 5",,,,
STCA - Al Jazira,Tunisia,Dry goods | Canned Products | Oil | Private label | Condiments & sauces | Olive Oil | Vegetable & animal oils & fats | Organic products,https://www.oliveoiltunisia.com,"830, Hall 8",,,,
Steap Kombucha Soda,Hungary,Vegan / Vegetarian Products | Fortified foods & health products | Sugar-free Products | Professional services | Free-from products | Fortified & Functional Products | Health & Wellness Products | Startup | Non-alcoholic Beverages | Carbonated Soft Drinks,https://drinksteap.com/en/,"PD66, The Pavilion",,,,
Stefania Calugi Tartufi,Italy,"Halal and kosher food | Vegan / Vegetarian Products | Ready-to-Eat | Spreads, honey & jams | Snacks | Salty Snacks | Dry goods | Free-from products | Specialty food | Condiments & sauces | Spices & Seasonings",https://tartufi.it/,"15-109, South Hall 3",,,,
Stefenoni Interagricola LTDA,Brazil,World Food,http://www.stefenoni.com/,"27-85, South Hall 5",,,,
Stella Foods Australia Pty Ltd,Australia,"Meat, Poultry",https://www.stellafoods.com.au,"S2-C36, Shk Saeed Hall 2",,,,
Stellent General Trading L.L.C,United Arab Emirates,"Spreads, honey & jams | Instant Noodles | Canned Products | Oil | Frozen Meat | Snacks | Salty Snacks | Frozen food | Instant Beverages | Dry goods | Private label | Olive Oil | Crackers | Energy Drinks | Non-alcoholic Beverages | Vegetable & animal oils & fats | Carbonated Soft Drinks | Juices & Nectars",https://www.stellentdxb.com,"N1-J130, North Hall 1",,,,
Sterilgarda Alimenti S.p.A,Italy,"Halal and kosher food | Yoghurt (Regular, Flavoured, Fruit, etc.) | Cheese | Private label | Organic products | Cream & Cream Products | Free-from products | Milk | Non-alcoholic Beverages | Lactose-free Products | Juices & Nectars",https://www.sterilgarda.it/,"R-E43, Shk Rashid Hall",,,,
Steriltom S.r.l,Italy,Dry goods | Gourmet & Fine Food | Specialty food | Private label | Canned Products | Condiments & sauces | Halal and kosher food | Organic products,https://www.steriltom.com,"19-8, South Hall 3",,,,
Sternburg International,Germany,Non-alcoholic Beverages,https://www.sternburg-beer.com/,"Z6-D65, Za'abeel Hall 6",,,,
Stevia Hub India,India,Private label | Free-from products | Health & Wellness Products | Sugar-free Products | Fortified foods & health products | Organic products,https://www.zindagistevia.com,"N1-G50, North Hall 1",,,,
Stevie GmbH,Austria,Vegan / Vegetarian Products | Artisanal | Value-Added Food | Nut-free Products | Private label | Free-from products | Dairy-free Products | Gourmet & Fine Food | Specialty food | Fat-free Products | Non-alcoholic Beverages | Gluten-Free Products | Lactose-free Products | Juices & Nectars,https://www.alpingold.com,"Z6-E16, Za'abeel Hall 6",,,,
STOKSON - Modern Bakery,Poland,"Bakery, cakes & desserts | Baked Goods | Halal and kosher food | Cakes / Dessert",https://stokson.com.pl/en,"A2-40, Hall 2",,,,
Stolt Sea Farm,Spain,"Fish | Frozen Seafood | Fresh Seafood | Meat, poultry & seafood | Frozen food",https://www.stoltseafarm.com,"23-91, South Hall 3",,,,
