Company,Country,City,Category,Fair,Website,Email,Phone_WhatsApp,LinkedIn,Instagram,Stand_Booth,Detail_URL,Notes,Facebook,company_name_scraped,description,phone_scraped,address,linkedin_company_url,industry,enrichment_status,score
"Itochu Chemicals America, Inc",United States of America,Farmington Hills,,IFT FIRST Expo 2026,https://itochu-ca.com/,,,,,South Building — 4061,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00580290,,,,,,,,,partial,1
"Ivanhoe Industries, Inc.",United States,Zion,,IFT FIRST Expo 2026,http://www.ivanhoeind.com/,website@ivanhoeind.com,+1 847-872-3311,https://www.linkedin.com/company/ivanhoeindustries,,South Building — 3014,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00014243,,https://www.facebook.com/IvanhoeInd,,,,,,,partial,2
J Rettenmaier USA LP,United States,Schoolcraft,,IFT FIRST Expo 2026,https://www.jrsusa.com/jrs-usa/,jrs-usa-ffl-horizon-flag-logo-compilation-0faae34d-6e4e3d30-mh432@2560w.webp,+18778954099,https://www.linkedin.com/company/j.-rettenmaier-usa-lp,,South Building — 422,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00022135,,https://www.facebook.com/JRSHQ,,,,,,,partial,2
Jascole Inc,United States of America,Sugar Land,,IFT FIRST Expo 2026,http://jascole.com,info@jascole.com,713-271-3888,,,South Building — 4233,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00769941,,,,,,,,,partial,2
Jaworski Vegetable Drying Plant,Poland,Blonie,,IFT FIRST Expo 2026,https://www.jaworski.com.pl/,biuro@jaworski.com.pl,+48227256002,https://www.linkedin.com/company/jaworski-vegetable-drying-plant,,South Building — 4045,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00693857,,,,,,,,,partial,2
"Jebsen & Jessen Life Science, Inc.",United States,Charlotte,,IFT FIRST Expo 2026,https://www.jj-lifescience.com/,,+1 704 999 6626,https://www.linkedin.com/company/jebsen-jessen-life-science-gmbh,,South Building — 3837,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00020561,,,,,,,,,partial,1
"Jeneil Biotech, Inc.",United States of America,Saukville,,IFT FIRST Expo 2026,https://www.jeneilbiotech.com,,262 268-6815,https://www.linkedin.com/company/jeneil-biotech-inc,,South Building — 4460,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00019624,,,,,,,,,partial,1
JHD Corp,United States of America,Ontario,,IFT FIRST Expo 2026,https://www.jhdcorp.com/,,6262701888,,,South Building — 3149 — Food Manufacturing Equipment Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01271524,,,,,,,,,partial,1
Jiaherb Inc,United States,Pine Brook,,IFT FIRST Expo 2026,https://www.jiaherbinc.com/,info@jiaherbinc.com,973.439.6869,https://www.linkedin.com/company/439542,,South Building — 2072,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00360037,,https://www.facebook.com/jiaherb,,,,,,,partial,2
"JIANGSU BENEFIT OCEAN TECHNOLOGY CO., LTD.",China,Ganyu District,,IFT FIRST Expo 2026,http://www.jsboc.com,,86 518 86780077,,,South Building — 4005,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01103058,,,,,,,,,partial,1
"JiangSu Debang Duoling Health Technology Co.,Ltd",China,Lianyuangang,,IFT FIRST Expo 2026,http://www.dbfine.com.cn,,,,,South Building — 4009,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01220312,,,,,,,,,partial,1
"Jiangsu Qisong Food Technology Co.,Ltd.",China,Guannan,,IFT FIRST Expo 2026,http://www.qisongfoodtech.com,,2023006402,,,South Building — 3836,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01240686,,,,,,,,,partial,1
"Jiangxi Dexing Parchn Sodium Isovitamin C Co.,Ltd.",China,DEXING,,IFT FIRST Expo 2026,http://www.parchn.com/,,+86 15779383528,,,South Building — 2620,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00467184,,,,,,,,,partial,1
"Jiangyin Healthway International Trade Co.,Ltd.",China,Jiangyin,,IFT FIRST Expo 2026,http://www.healthwaychem.com/,,07037750,,,South Building — 4750,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00662694,,,,,,,,,partial,1
"Jianlong Biotechnology Co., Ltd",China,Hohhot city,,IFT FIRST Expo 2026,http://www.jianlonggroup.com/,,+86-15253245858,,,South Building — 4532,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00962404,,,,,,,,,partial,1
Jindal Speciality Chemicals India Pvt Ltd,India,Ahmedabad,,IFT FIRST Expo 2026,https://www.jindalspecialitychemicals.com/,,+91 079 71001500,https://www.linkedin.com/company/jindalcompanies,,South Building — 4633,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01272055,,,,,,,,,partial,1
"Jinxiang Jinxiyuan Food Co.,Ltd",China,Jining,,IFT FIRST Expo 2026,http://www.jinxiyuanfood.com,,+86 0537-8812388,,,South Building — 1154 — Organic Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01104506,,,,,,,,,partial,1
JK Sucralose Inc,China,Shanghai,,IFT FIRST Expo 2026,http://www.jksucralose.com/,jk@jksucralose.com,+021 3250 8008,https://www.linkedin.com/in/jk-sucralose-inc-a760ba83,,South Building — 4640,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00144808,,https://www.facebook.com/JKsweetSucralose,,,,,,,partial,2
Jogue Inc,United States,Plymouth,,IFT FIRST Expo 2026,https://jogue.com/,jessica.thoms@jogue.com,734-207-0100,https://www.linkedin.com/company/jogue-corporation,https://www.instagram.com/jogueinc,South Building — 2240,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00003512,,https://www.facebook.com/Jogue-Inc-265435174264973,,,,,,,partial,2
"Juan Navarro Garcia, S.A.U.",Spain,Espinardo,,IFT FIRST Expo 2026,https://juannavarro.com/,info@juannavarrogarcia.com,+34 968 306 102,,,South Building — 2270,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01209168,,,,,,,,,partial,2
Jungbunzlauer,Switzerland,Basel,,IFT FIRST Expo 2026,https://www.jungbunzlauer.com,headquarters@jungbunzlauer.com,+43 1 502 00 0,https://www.linkedin.com/company/jungbunzlauer,,South Building — 726,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00011058,,,,,,,,,partial,2
"Junqi (Shanghai) Import and Export Trading Co., Ltd",China,Shanghai,,IFT FIRST Expo 2026,https://www.junqibio.com,info@junqibio.com,400-828-2991,,,South Building — 2573,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01246525,,,,,,,,,partial,2
JVM Sales Corp dba Milano's Cheese,United States,Linden,,IFT FIRST Expo 2026,http://www.milanoscheese.com,info@milanoscheese.com,908 862-4866,,,South Building — 4106,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00403328,,,,,,,,,partial,2
Kadoya Sesame Mills Inc,Japan,Shinagawa-ku,,IFT FIRST Expo 2026,https://www.kadoya.com/english/,yourname@yourdomain.com,81-36721-7657,,https://www.instagram.com/kadoya_global,South Building — 2077,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00562643,,,,,,,,,partial,2
Kansas State University,United States,Manhattan,,IFT FIRST Expo 2026,https://www.ag.k-state.edu/,kstateag@k-state.edu,66506-4004,https://www.linkedin.com/showcase/kstateagriculture,https://instagram.com/kstateag,South Building — 1745,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00066063,,https://www.facebook.com/KStateAg,,,,,,,partial,2
Kefiplant,Canada,Drummondville,,IFT FIRST Expo 2026,htttps//:www.kefiplant.com,,,https://linkedin.com/company/kefiplant-inc,,South Building — 1817,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01264093,,,,,,,,,partial,1
Keicha Matcha,United States,Huntington Beach,,IFT FIRST Expo 2026,https://keichamatcha.com/,,714-907-0030,https://www.linkedin.com/company/38087710,,South Building — 1565 — Organic Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01115104,,,,,,,,,partial,1
Kemin Industries Inc,United States,Des Moines,,IFT FIRST Expo 2026,,,1(515)559-5123,,,South Building — 2037,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00105353,,,,,,,,,partial,1
Kerry,United States,Beloit,,IFT FIRST Expo 2026,,,1(608)299-5369,,,South Building — MR2788,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00019721,,,,,,,,,partial,1
Kett US,United States,St. Augustine,,IFT FIRST Expo 2026,https://www.kett.com,support@kett.com,1996-2026,https://www.linkedin.com/company/kett,https://www.instagram.com/kettsupport,South Building — 4008,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00017950,,https://www.facebook.com/KettTestInstruments,,,,,,,partial,2
Key Interiors,United States of America,Lombard,,IFT FIRST Expo 2026,https://www.keyinteriors.us/,,2026-02-16,https://www.linkedin.com/company/key-interiors-design-llc,https://www.instagram.com/key_interiors_,South Building — 3177,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01273800,,https://www.facebook.com/keyinteriorsillinois,,,,,,,partial,1
Kikkoman Sales USA Inc,United States,San Francisco,,IFT FIRST Expo 2026,https://www.kikkomanusa.com/foodmanufacturers/,,94142-0784,,https://www.instagram.com/kikkomanusa,South Building — 1107,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00003663,,https://www.facebook.com/kikkomanskitchen,,,,,,,partial,1
KIMICA Corporation,Japan,Tokyo,,IFT FIRST Expo 2026,https://www.kimica-algin.com/,,81-368251193,,,South Building — 3116,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00018874,,,,,,,,,partial,1
KJ Ingredients,United States of America,Edison,,IFT FIRST Expo 2026,http://www.kjingredients.com,sales@kjingredients.com,732 662-1555,,https://www.instagram.com/kj_ingredients,South Building — 2341,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01208877,,https://www.facebook.com/KJ-Ingredients-105613307985854,,,,,,,partial,2
KMC,Denmark,Brande,,IFT FIRST Expo 2026,https://www.kmc.dk/,kmc@kmc.dk,+45 9642 5555,https://www.linkedin.com/company/kmc-amba,,South Building — 3735,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00011778,,,,,,,,,partial,2
Koel Colours Pvt. Ltd,India,Vapi,,IFT FIRST Expo 2026,http://www.koelcolours.com,sales@koelcolours.com,+91 22 3537 4666,https://www.linkedin.com/in/koel-colours-7b202216b,https://www.instagram.com/koelcolours,South Building — 3114,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01207342,,https://www.facebook.com/koelcoloursindia,,,,,,,partial,2
KORE International,India,Gujarat,,IFT FIRST Expo 2026,https://koreagro.com/,,13 22.66 28.33,,,South Building — 1874,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01263581,,,,,,,,,partial,1
Korea Food Research Institute,"Korea, Republic of",Jeonju,,IFT FIRST Expo 2026,https://www.kfri.re.kr/?r=en,parkjm@kfri.re.kr,20260601,,https://www.instagram.com/kfripr,South Building — 4103,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00011445,,,,,,,,,partial,2
Kraft Heinz Ingredients Corp,United States,Glenview,,IFT FIRST Expo 2026,https://www.kraftheinzingredients.com/,bg-info@2x.png,,,,South Building — 1903,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00014686,,,,,,,,,partial,2
KSM-66 Ashwagandha,United States of America,Los Angeles,,IFT FIRST Expo 2026,https://ksm66ashwagandhaa.com/,info@ixoreal.com,+1-310-424-5535,https://www.linkedin.com/company/ksm-66-ashwagandha,https://www.instagram.com/ksm_66_ashwagandha,South Building — 1126,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01239585,,https://www.facebook.com/KSM66-Ashwagandha-274810052710629,,,,,,,partial,2
KUTAS TARIM URUNLERI DIS TIC. VE SAN. A.S.,Turkey,Izmir,,IFT FIRST Expo 2026,https://www.kutas.com.tr/,info@kutas.com.tr,+90 232 433 2312,https://www.linkedin.com/company/kutas-group,https://www.instagram.com/kutasgroup,South Building — 4720,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01266488,,https://www.facebook.com/pg/KutasGroup/about,,,,,,,partial,2
L&C Global Spice Inc.,United States of America,La Puente,,IFT FIRST Expo 2026,,,(626)-500-6366,,,South Building — 4522,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01264082,,,,,,,,,partial,1
L&P Food Ingredient Co Ltd,China,Guangzhou,,IFT FIRST Expo 2026,http://www.lpfoodswy.com,,86-15920549951,https://www.linkedin.com/company/l-p-food-ingredient-co-ltd,,South Building — 4420,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00024313,,,,,,,,,partial,1
L-Blend,Latvia,Talsi,,IFT FIRST Expo 2026,https://lblend.life/,info@lblend.life,+371 26618610,,,South Building — ST70 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01273022,,,,,,,,,partial,2
La Crosse Milling Co,United States,Cochrane,,IFT FIRST Expo 2026,https://www.lacrossemilling.com,ghartzell@lacrossemilling.com,608 248-2222,https://www.linkedin.com/company/la-crosse-milling-company,,South Building — 4410,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00021738,,https://www.facebook.com/LaCrosseMillingCo,,,,,,,partial,2
Lakanto,United States of America,Orem,,IFT FIRST Expo 2026,https://www.lakanto.com/,,8005137936,,,South Building — 4037,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01179662,,,,,,,,,partial,1
Lallemand Bio-Ingredients/Macco.,Canada,Montreal,,IFT FIRST Expo 2026,https://www.bio-lallemand.com,,+1 514 522 2133,https://www.linkedin.com/showcase/lallemand-bio-ingredients,,South Building — 2021,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00024042,,,,,,,,,partial,1
Lapoint Packaging at PackGen,United States of America,Auburn,,IFT FIRST Expo 2026,https://www.lapointpackaging.com,,04210 207-784-4195,https://www.linkedin.com/company/lapointpackagingatpackgen,,South Building — 3905,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01227653,,,,,,,,,partial,1
Layn Natural Ingredients,United States,Irvine,,IFT FIRST Expo 2026,http://www.layncorp.com/,,1(949)387-6840,,,South Building — 2203,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00385414,,,,,,,,,partial,1
LBB Specialties,United States,Norwalk,,IFT FIRST Expo 2026,https://www.lbbspecialties.com/,,1(203)299-3220,,,South Building — 2403,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00000238,,,,,,,,,partial,1
Leaft Foods,New Zealand,Rolleston,,IFT FIRST Expo 2026,https://www.leaftfoods.com/,,,,,South Building — ST32 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01267669,,,,,,,,,partial,1
"Lechler, Inc.",United States of America,St. Charles,,IFT FIRST Expo 2026,https://www.lechlerusa.com,,6308441300,https://www.linkedin.com/company/lechler-inc.,,South Building — 3256 — Food Manufacturing Equipment Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01241380,,https://www.facebook.com/tr,,,,,,,partial,1
Lee Kum Kee (USA) Inc.,United States,City Of Industry,,IFT FIRST Expo 2026,https://usa.lkk.com/en/industrial,,1(626)709-1888,https://www.linkedin.com/company/lee-kum-kee-culinary,https://www.instagram.com/leekumkeeusa,South Building — 3003,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00003887,,https://www.facebook.com/tr,,,,,,,partial,1
Legacy Foods Manufacturing,United States of America,Elk Grove Village,,IFT FIRST Expo 2026,http://www.LegacyFoodsMfg.com,,847-595-9106,https://www.linkedin.com/company/legacy-foods-manufacturing,,South Building — 4565,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01272405,,,,,,,,,partial,1
Leprino Nutrition,United States of America,Denver,,IFT FIRST Expo 2026,https://leprinonutrition.com/,nutritionsales@leprino.com,1001-5000,https://www.linkedin.com/company/leprino-nutrition,,South Building — 2336,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00003909,,,,,,,,,partial,2
Levapan Americas LLC,Colombia,Bogota,,IFT FIRST Expo 2026,http://levapan.com,,57-3174239132,,,South Building — 1754 — Organic Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00010261,,,,,,,,,partial,1
Leveking Biotech Co Ltd,China,Chizhou,,IFT FIRST Expo 2026,http://www.levekingenzymes.com,inquiry@leveking.com,+21236547898,https://www.linkedin.com/company/leveking,,South Building — 3662,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00867360,,https://www.facebook.com/LevekingBiotech,,,,,,,partial,2
LifeSpice Ingredients,United States,Chicago,,IFT FIRST Expo 2026,https://lifespice.com,,1(312)274-0073,https://www.linkedin.com/company/lifespice-ingredients,https://www.instagram.com/lifespiceingredients,South Building — 3645,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00364932,,,,,,,,,partial,1
LinkOne Ingredient Solutions,United States of America,Monett,,IFT FIRST Expo 2026,https://linkone-solutions.com/,customerservice@linkone-solutions.com,14172369602,,,South Building — 2065,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01221013,,,,,,,,,partial,2
Liquid Orchard Inc,United States of America,Santa Clara,,IFT FIRST Expo 2026,https://liquidorchard.com/,info@myliquidorchard.com,+88 0 101 0000 000,,http://instagram.com”,South Building — ST28 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01275622,,https://www.facebook.com/&,,,,,,,partial,2
Living Prairie Family Farms,United States of America,Wolcott,,IFT FIRST Expo 2026,https://www.livingprairiefarms.com,user@domain.com,,,,South Building — ST83 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01272817,,http://www.facebook.com/2008/fbml,,,,,,,partial,2
Loadsmart,United States of America,Chicago,,IFT FIRST Expo 2026,https://loadsmart.com/,carrier@loadsmart.com,+1 646-887-6278,https://www.linkedin.com/company/loadsmart,https://www.instagram.com/loadsmart,South Building — 304,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01272815,,https://www.facebook.com/loadsmartUS,,,,,,,partial,2
Lodaat Pharma,United States of America,Oak Brook,,IFT FIRST Expo 2026,https://LodaatPharma.com,info@lodaat.com,+16308527544,,,South Building — 3281,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00891411,,,,,,,,,partial,2
