name,rewriteId,detail_url,country,province,city,zip,street,building,phone,fax,email,homepage,short_description,description,halls,stands,zones,exhibitor_programs,product_categories,usage_areas,product_end_uses,keywords,tags,brands,facebook,instagram,linkedin,twitter,youtube,tiktok,pinterest,wechat,weibo,whatsapp,logo,last_approval
"SHANS Mermer ve Hediyelik Esya, Tekstil Sanayi Tic. Ltd.",shans-mermer-ve-hediyelik-esya-tekstil-sanayi-tic-ltd,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/shans-mermer-ve-hediyelik-esya-tekstil-sanayi-tic-ltd.html,Türkiye,,"Bostanli, Karsiyaka, Izmir",35840,1820/2 Sokak No. 17A,,+90 532 307 67 96,,shanstasarim@gmail.com,https://www.shans.com.tr,,SHANS is a woman owned company in Türkiye. Almost all products of us is produced by ladies who are our main supporters. We...,3.0,H3.0-H37,,,Interior Design,,,"Marble; Placemats; Beach towels, peshtemals; Cushions; Needle laced",,,,,,,,,,,,,,2025-10-29T09:56:28
"Shantou Yuansheng Stationery Industry Co., Ltd.",shantou-yuansheng-stationery-industry-coltd,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/shantou-yuansheng-stationery-industry-coltd.html,China,Guangdong,Shantou Guangdong,515146,"Sihe East Bridge Industrial Zone, Lugang Town, Chaonan District",,,,export@usign.cn,https://www.usign.cn,,"SHANTOU YUANSHENG INDUSTRY CO., LTD is a professional manufacturer for office supplies integrating product research & development...",10.0,H10.0-E12A,,,Global Sourcing Stationery & School,,,Sheet Protector; Expanding File Case; File Folder; PP Envelope; Zipper Bag,,,,,,,,,,,,,,2025-12-15T14:35:32
"Shanxi Beigao Housewares Co., Ltd.",shanxi-beigao-housewares-co-ltd,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/shanxi-beigao-housewares-co-ltd.html,China,Shanxi,Taiyuan Shanxi,030002,"Rm. 1401, Unit A, 14/F, Xianghai Bldg, No. 95 Xinjian Road Yingze District",,,,gerrygu_beigao@vip.163.com,,,"Shanxi Beigao was established in 2001, and has been awarded the right for importing and exporting since then. The corp. mainly...",10.2,H10.2-D24,,,,,,Glassware; Wine glass; Tumbler,,,,,,,,,,,,,,2025-12-10T17:58:32
"Shanxi China-Origin Industrial & Trading Co., Ltd.",shanxi-china-origin-industrial--trading-co-ltd,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/shanxi-china-origin-industrial--trading-co-ltd.html,Hong Kong,,Kowloon,,"Flat A516, 5/F, Efficiency House, 35 Tai Yau Street, San Po Kong",,+86 354 508 9712,,frank@chinaoriginglass.com,https://www.chinaoriginglass.com,,"Shanxi China-Origin Industrial And Trading Co., Limited is founded in year 2006. The main business of the company is importing...",10.2,H10.2-D60B,,,Table & Table Select,,,GLASSWARE; TABLEWARE; SHANXI; WINE GLASSES; TEA POTS,,,,,,,,,,,,,,2025-12-11T16:14:21
"Shanxi Dahua Glass Scientific Co., Ltd.",shanxi-dahua-glass-scientific-co-ltd,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/shanxi-dahua-glass-scientific-co-ltd.html,Hong Kong,,Kowloon,,"Unit 83, 3/F, Yau Lee Center, 45 Hoi Yuen Road Kwun Tong","Unit 83, 3/F, Yau Lee Center, 45 Hoi Yuen Road",+86 354 522 3985,,vincent@dahuaglass.com,https://www.dahuaglass.com,,"Shanxi Dahua Glass Industrial Company Limited was founded in October 1, 1992, is the glassware bibcock enterprise. The company...",10.2,H10.2-A55,,,Table & Table Select,,,Glassware; Crystal glass; Glass cups,,,,,,,,,,,,,,2025-12-11T17:33:40
"Shanxi Jingshengyuan Trading Co., Ltd.",shanxi-jingshengyuan-trading-co--ltd,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/shanxi-jingshengyuan-trading-co--ltd.html,China,Shanxi,Taiyuan Shanxi,030006,"Rm 1610, La Floret Building D, No. 132 Xuefu St.","Rm 1610, La Floret Building D, No. 132 Xuefu St.",,,info1@sxjsy-glass.com,https://www.cantonfair.org.cn/en-US/shops/451695209573696?keyword=%E5%B1%B1%E8%A5%BF%E9%9D%99%E5%8D%87%E6%BA%90#/,,"ShanXi JingShengYuan Trading Co., Ltd, is a fully self-operated manufacturing and trading company with its own import and...",10.2,H10.2-B51,,,,,,Glassware; Crystal Candle holder; Borosilicate glass; Glass Vase; Crystal glass,,,,,,,,,,,,,,2025-12-15T17:47:51
"Shanxi Jiuchao Glass Co., Ltd.",shanxi-jiuchao-glass-co-ltd,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/shanxi-jiuchao-glass-co-ltd.html,China,,"Taiyuan, Shanxi",030006,"Rm 302, Bldg C, Xindao Estates, Chanye Road, New & High Tech Development Zone","Rm 302, Bldg C, Xindao Estates, Chanye",+86 351 702 7638,+86 351 702 0738,wugang@jiuchaoglass.com,https://www.jiuchaoglass.com,,"Shanxi Jiuchao Glass products Co., Ltd specialize in hand blown glass products and semi-automatic pressed glasses, and machine...",10.2; 11.1,H10.2-A61; H10.2-A68; H11.1-E44,,,,,,machine made glass; machine made glass; glass plate; glass plate; mouth blown glassware,,,,,,,,,,,,,,2025-12-15T17:57:23
"Shanxi Samyo Industrial Products Trading Co., Ltd.",shanxi-samyo-industrial-products-trading-co-ltd,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/shanxi-samyo-industrial-products-trading-co-ltd.html,China,,"Taiyuan, Shanxi",,"101-102, Unit 2, Building 15, Taiyuan Greenland, Xi Zhonghuan Road","101-102, Unit 2, Building 15, Taiyuan",+86 351 234 9535,+86 351 687 9695,peter@samyoglass.com,https://www.samyoglass.en.alibaba.com,,"We are specialized in glasswares for more than 20 years, focus on the hand glasswares' making, such as Wine glasses, wine...",10.2,H10.2-C68,,,Table & Table Select,,,Crystal wine glass; Handmade Glasswares; Drinking glasses; Charger plate of glasses; Supper light wine crystal glass,,,,,,,,,,,,,company_pictures/10000001202501/0015003904/1700207272969_1675685983.png,2026-01-30T03:31:40
"Shanxi Sunhao Technology Culture Co., Ltd.",shanxi-sunhao-technology-culture-co-ltd,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/shanxi-sunhao-technology-culture-co-ltd.html,China,Shanxi,Taiyuan Shanxi,030000,"Floors 14 And 15, Block B, No. 84 Jinyang Street, Xiaodian District","Floors 14 And 15, Block B, No. 84",+86 351 765 9805,+86 351 765 9805,haleryhan@sunhaoglass.com,,,"SUNHAO Glass is a Manufactory of handmade crystal glassware in china . We do OEM, ODM and OBM .Factory is located in Qixian...",10.2,H10.2-F20D,,,Table & Table Select,,,Crystal Glass; Glassware; Drinking Glass; Glass product decoration; Glass Mug,,,,,,,,,,,,,,2026-01-02T09:49:25
"Shanxi Telunsen Trading Co., Limited",shanxi-telunsen-trading-co-limited,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/shanxi-telunsen-trading-co-limited.html,Hong Kong,,Kowloon,,"Room C05, Flat A, 2/F, Tontex Ind. Bldg. 2-4 Sheung Hei Str. San Po Kong","Room C05, Flat A, 2/F, Tontex Ind. Bldg.",+86 185 0354 8002,,terence@zyglassware.com,https://www.zyglassware.com,,"Established in 2007, Shanxi Telunsen trading co.,ltd is located at Qi county, Shanxi Province where the region enjoys a reputation...",10.2,H10.2-C23,,,Table & Table Select,,,GLASSWARE; DRINKING GLASS; PRESSED GLASS; GLASS VASE; GLASS STORAGE,,,,,,,,,,,,,,2025-11-17T08:56:00
"Shanxi Top Winner Glass Co., Ltd.",shanxi-top-winner-glass-co-ltd,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/shanxi-top-winner-glass-co-ltd.html,China,,"Shanxi, Taiyuan",030032,"Rm A326, Business Incubation Building State-Level, Comprehensive Bonded Zone Xiaodian District","Rm A326, Business Incubation Building",+86 351 353 4188,+86 351 353 4388,info@topwinnerglass.com,https://www.topwinnerglass.com,,"Shanxi Top Winner Glass Co.,Ltd is a company engaged in table and kitchenware products trading company.The company was established...",10.2,H10.2-D61,,nmedia.hub,Cook & Cut; Table & Table Select,,,APPETIZER; GLASS; APPETIZER; SHOT GLASS; GLASS,,,,,,,,,,,,,,2025-11-12T10:00:29
"SHANXI VERY TRADING CO., LTD.",shanxi-very-trading-coltd,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/shanxi-very-trading-coltd.html,China,Shanxi,Taiyuan Shanxi,030300,"East Yangguang Shuian South Binhe Road, Loufan",East Yangguang Shuian,+86 351 353 4388,+86 351 353 4388,shanxivery@vip.sina.com,,,,10.1; 11.1,H10.1-B62; H11.1-E24,,,,,,,,,,,,,,,,,,,,2025-12-11T13:16:44
Sharda Corporation,sharda-corporation,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/sharda-corporation.html,India,,Mumbai,400004,"1st Floor, 101-103, C.P. Tank Road 6, 7 & 8 Om Shrinivas Co. Op. Hsg. Scty. Ltd.",,+91 22425238,+91 49601858,khm.shardacorp@gmail.com,https://www.shardacorporation.com,,"We are manufacturers, traders & exporters of Stainless Steel Utensils, Cutlery Rice Husk Tableware, Sugarcane Bagasse Disposable...",8.0,H8.0-N60,,,Cook & Cut; Table & Table Select,,,Stainless Steel Kitchen Tools; Aluminum Bakeware; Kitchen Apparels; Stainless Steel Barware; Stainless Steel Kitchenware,,,,,,,,,,,,,,2026-01-13T11:01:02
Sharda Enterprises,sharda-enterprises,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/sharda-enterprises.html,India,,"Agra, Uttar Pradesh",282005,B-1 Lawyers Colony National Highway No. 2,,+91 93191 19223,,shardaglass@yahoo.com,https://www.shardacrafts.com,,We are a design led prominent Indian handicrafts manufacturer and exporter since 1996 and since then we endeavor to design...,10.4,H10.4-B08,,,Global Sourcing Living,,,Marble furniture; marble handicraft; Home decor products; marble homeware products; marble tables,,,,,,,,,,,,,,2025-12-05T07:09:31
Sharda Metal Industries,sharda-metal-industries,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/sharda-metal-industries.html,India,,Ksez (Gandhidham),370230,"57-62, Sector-1, Kandla Special Economic Zone, Gandhidham, Kutch Gujarat",,+91 2836 252 271,+91 2836 252 181,viren@shardametals.com,https://www.shardametals.com,,SHARDA METAL INDUSTIRES ESTB 1976 WE ARE MANUFACTURER AND100% EXPORTER OF STAINLESS STEEL PRODUCTS,8.0,H8.0-N66,,,Cook & Cut,,,"STAINLESS STEEL 304 GRADE UTENSILS; MINI PRESENTATION STAINLESS STEEL PANS; TEMPERED GLASS LIDS AND MACHINERY FOR GLASS LIDS; MINI PRESENTATIONCOPPER PANS; INDUCTION BOTTOM COOKWARE, TRI PLY COOKWARE",,,,,,,,,,,,,,2025-11-12T15:11:54
Sharp Edge Enterprises,sharp-edge-enterprises,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/sharp-edge-enterprises.html,Pakistan,,"Wazirabad, Gujranwala",52000,"Naseer Colony, G.T. Road",,+92 55 6601249,+92 55 6600019,sales@klassickitchenware.com,https://www.klassickitchenware.com,,Sharp Edge Enterprises is the Largest Manufacturer and Exporter of Aluminium Cookware in Pakistan. Our Brand Name is KLASSIC...,11.1,H11.1-B40,,HoReCa,Cook & Cut,,,Stock Pots; Non Stick Pots; Klassic Kitchenware; Aluminium Cookware; Cooking Pots and Pans,,,,,,,,,,,,,,2026-03-08T03:15:34
SHARPI - SHARPENERS,sharpi-sebastian-urbanczyk,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/sharpi-sebastian-urbanczyk.html,Poland,,Sulejowek,05-070,Ul. Sklodowskiej-Curie 4 a,,+48 571 244 954,,kontakt@sharpi.pl,https://www.sharpi.pl/,,"PROFESSIONAL SHARPENERS - EUROPEAN BRAND DIAMONDS WHETSTONES HAND SHARPENERS, OUTDOOR SHARPENERS ELECTRIC SHARPENERS",8.0,H8.0-A77,,,Cook & Cut; Top Deals & Collections,,,SHARPENERS; WHETSTONES SPLASH AND GO; OUTDOOR SHARPENERS; KITCHEN SHARPENER / HOME SHARPENER; ELECTRIC SHARPENER,,,https://www.facebook.com/sharpi.eu,https://www.instagram.com/sharpi.pl/,,,https://www.youtube.com/@OstrzalkiSHARPI,https://www.tiktok.com/@sharpi.pl,,,,,,2026-01-28T15:28:24
SHEEPWORLD AG,sheepworld-ag,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/sheepworld-ag.html,Germany,,Ursensollen,92289,Am Schafhügel 1,,+49 9628 923810,+49 9628 9238159,team@sheepworld.de,https://www.sheepworld.de,,"We have been inspiring our customers and retail partners with imaginative, contemporary gift ideas for over 25 years. Every...",4.2,H4.2-L31,,nmedia.hub,"Urban Gifts, Stationery & School",,,Geschenkartikel; Grußkarten; Ohne Dich ist alles doof; Glückwunschkarten; Geschenke,,,,,,,,,,,,,,2026-03-08T04:49:36
Shefer Plastics Industries Ltd.,shefer-plastics-industries-ltd,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/shefer-plastics-industries-ltd.html,Ghana,,Tema,,Tema Free Zone Enclave,,+233 53 105 9630,,gm@sheferplastics.com,https://www.happylyfe.net,,"At Happy Lyfe we create reliable, aesthetically pleasing everyday essentials that bring ease, comfort, and joy into the home...",9.3,H9.3-C79,,,Clean Home & Storage Solutions,,,FOOD CONTAINERS; KITCHENWARE ORGANISERS; BATHWARE AND LAUNDRY HAMPERS; HYDRATION BOTTLES; STORAGE ORGANISERS,,,https://www.facebook.com/p/HAPPY-LYFE-61559930705752/,https://www.instagram.com/happylyfehomeware/,https://www.linkedin.com/company/happylyfehomeware/,,,,,,,,,2026-01-11T15:25:34
"Shell Arts Co., Inc.",shell-arts-co-inc,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/shell-arts-co-inc.html,Philippines,,Dasmarinas,4114,"Lot 11-12, Governor Dr Brgy Langkaan First Cavite Industrial Estate Governor Drive, Brgy. Langkaan","Lot 11-12, Governor Dr Brgy Langkaan",+63 917 792 5185,+63 46 404 5247,vvcsaci@gmail.com,https://www.shellarts.com,,"SHELL ARTS CO INC MANUFACTURES BEAUTIFUL AND LUXURIOUS PRODUCT LINES FROM HOME DECOR SUCH AS TABLEWARE, BATHROOM ACCESSORIES...",10.4,H10.4-C40,,,Global Sourcing Living,,,Capiz; Mother of Pearl; Shell; Shell decor; Shell placemat,,,,,,,,,,,,,,2025-11-22T03:53:45
Shelmed Cottage Treasures,shelmed-cottage-treasures,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/shelmed-cottage-treasures.html,Philippines,,Mandaluyong City,1550,843 Balagtas Street Shaw Boulevard,,+63 2 8725 1974,,info@shelmedtreasures.com,https://www.shelmed.com,,"We produce a collection of handwoven items - placemats, rugs, baskets and other home furnishings made of natural fibers and...",10.1,H10.1-D36,,,Global Sourcing Dining; Table & Table Select,,,,,,,,,,,,,,,,,2026-01-30T11:04:36
"Shengquan Arts Co., Limited",shengquan-arts-co-limited,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/shengquan-arts-co-limited.html,Hong Kong,,"Tsim Sha Tsui East, Kowloon",,"Rm 701, Unit 108, 7/F, Tower B, New Mandarin Plaza, 14 Science Museum Road",,+86 188 6669 8208,,343036144@qq.com,https://www.tzsq.com,,"Shengquan Arts Co., Limited is a professional manufacturer of decorative mirrors and wooden cribs. Located in the Economic...",10.4,H10.4-F59B,,,Interior Design; Interiors & Decoration,,,Mirror; Decoration Mirror; Floor Mirror,,,,,,,,,,,,,,2025-12-11T13:30:00
"Shenyang DEBITS Technology Development Co., Ltd.",shenyang-debits-technology-development-co-ltd,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/shenyang-debits-technology-development-co-ltd.html,China,Liaoning,Shenayng Liaoning,110400,"No. 13-14-0555, Economic Development Zone, Faku, Baoshan Road, Liaoning Province","No. 13-14-0555, Economic Development",+86 24 8711 8320,,489426556@qq.com,,,"Shenyang DEBITS Technology Development Co., Ltd., located in Shenyang, China, is a professional manufacturer and exporter...",10.0,H10.0-B67A,,,"Global Sourcing Stationery & School; Urban Gifts, Stationery & School",,,Modeling Clay; Kneadable Eraser; Paper Stump; Sketching Tool; Polymer Clay,,,,,,,,,,,,,,2025-12-10T09:51:53
Shenzhen Chinaware Industries Ltd,shenzhen-chinaware-industries-ltd,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/shenzhen-chinaware-industries-ltd.html,Hong Kong,,Wanchai,,"2/F and Flat Roof, Yau Tak Bldg., 167 Lockhart Road",,+86 755 2568 1111,,sales@chinawarezt.com,https://www.szchinaware.com,,"27 Years of Excellence in Ceramics SZChinaware (Shenzhen Chinaware Industries Limited), established in 1997, is a leading...",10.2,H10.2-F30G,,,Global Sourcing Dining; Table & Table Select,,,Plates; Dinner services; Porcelain; Tableware; Bone China,,,,,,,,,,,,,,2025-12-11T16:17:52
Shenzhen Ehome Enterprise Ltd.,shenzhen-ehome-enterprise-ltd,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/shenzhen-ehome-enterprise-ltd.html,Hong Kong,,Kowloon,,"Rm F, 8/F, Wang Cheong Building, 251 Reclamation Street Mongkok","Rm F, 8/F, Wang Cheong Building, 251 Reclamation Street",+86 138 2529 6796,+852 2777 9733,mary_tung@163.com,,,"Shenzhen Ehome Enterprise Ltd is a specialized manufacturer and exporter of ceramics mugs and dinnerware for years, with...",10.2,H10.2-F30B,,,Global Sourcing Dining,,,Ceramic mugs; ceramic plates; porcelain tableware; Ceramic products,,,,,,,,,,,,,,2025-12-12T11:00:58
"Shenzhen Ever Nice Industry Co., Ltd.",shenzhen-ever-nice-industry-co-ltd,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/shenzhen-ever-nice-industry-co-ltd.html,China,Guangdong,Shenzhen Guangdong,518112,"Rm 503, 5/F, Bldg A3, Lilang Intl. Jewelry Park, # 31 Bulan Road, Longgang","Rm 503, 5/F, Bldg A3, Lilang Intl.",+86 755 8441 9900,+86 755 8441 9962,evernice@vip.163.com,https://www.gdevernice.com,,"We are one of the professional manufacturer, exporter and designer of ceramic ware with an export office in Shenzhen for...",10.2,H10.2-D28,,,,,,ceramic; tea cup and saucer; porcelain; kitchen ware; dinner set,,,,,,,,,,,,,,2025-12-12T11:39:45
"Shenzhen Fairway Fine China Co., Ltd.",shenzhen-fairway-fine-china-co-ltd,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/shenzhen-fairway-fine-china-co-ltd.html,China,Guangdong,Shenzhen Guangdong,518020,"Room G-H, 9/F., Block A, Baoan Square, No. 1002 Sungang Road",,+86 755 2517 0841,+86 755 2517 0858,917646997@qq.com,https://www.fairwayfinechina.com,,"Fairway Fine China Co.,Ltd is a professional manufacturer of daily use porcelain and ceramics from China. Within a production...",10.2,H10.2-D49,,HoReCa,,,,"porcelain, , ceramics, glassware, crystal glassware; tabletop, hotel and restaurant porcelain; kitchenware , ceramics, reactive glaze; dinner plates, coffee sets,; Chinese factory",,,,,,,,,,,,,,2025-11-10T12:23:55
Shenzhen Gottawa Industrial Ltd.,shenzhen-gottawa-industrial-ltd,https://ambiente.messefrankfurt.com/frankfurt/en/exhibitor-search/exhibitor-search-apps.detail.html/shenzhen-gottawa-industrial-ltd.html,China,Guangdong,Shenzhen Guangdong,518040,"Unit A-E, 8/F, China Economic Trade Building, Zhuzilin, Shennan Av. Avenue","Unit A-E, 8/F, China Economic",+86 755 8253 7081,+86 755 8253 7083,info@gottawa.com,https://www.gottawa.com,,"Shenzhen Gottawa Industrial Ltd, located in Futian district of Shenzhen city, China, has over two decades of experience in...",10.2,H10.2-D38,,,Table & Table Select,,,mug; becher; new bone china; neues Bone China; Christmas; Weihnachten; ceramics; keramik; gift; geschenk,,,,,,,,,,,,,,2026-03-08T03:15:35
